id,name,description,res_id,type,cd,max_stack,stackable,weight,sell_price,stall_price_lower_limit,stall_price_upper_limit,quality,is_visible
10409022,anacondaq cage,Anacondaq in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409023,sasquatch cage,Sasquatch in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409024,side winder cage,Side Winder in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409025,golem cage,Golem in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409026,magnolia cage,Magnolia in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409027,marina cage,Marina in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409028,archer skeleton cage,Archer Skeleton in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409029,isis cage,Isis in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409030,marse cage,Marse in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409031,obeaune cage,Obeaune in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409032,wormtail cage,Wormtail in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409033,munak cage,Munak in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409034,bongun cage,Bongun in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409035,dokebi cage,Dokebi in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409036,sohee cage,Sohee in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409037,nine tail cage,Nine Tail in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409038,eggyra cage,Eggyra in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409039,flail-wielding goblin cage,Flail-wielding Goblin in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409040,orc baby cage,Orc Baby in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409041,mace-wielding kobold cage,Mace-wielding Kobold in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409042,skeleton general cage,Skeleton General in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409043,jakk cage,Jakk in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409044,hammer-wielding kobold cage,Hammer-wielding Kobold in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409045,axe-wielding goblin cage,Axe-wielding Goblin in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409046,marionette cage,Marionette in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409047,giant whisper cage,Giant Whisper in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409048,dagger-wielding goblin cage,Dagger-wielding Goblin in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409049,ground petite cage,Ground Petite in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409050,baphomet jr. cage,Baphomet Jr. in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409051,sky petite cage,Sky Petite in a pet cage. Can be auctioned off in the <color=#CA2E0AFF>Diamond Auction House</color>.,10409001.0,Uncategorized,0.0,1.0,0.0,,10.0,,,,1
10409100,pet refining potion,A potion with magical effects that can be used to refine a pet’s already acquired stats.,10201030.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409101,pet advancement pill i,A pill of low quality. Can be used to advance and evolve your pets.,10409101.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409102,pet advancement pill ii,A pill of average quality. Can be used to advance and evolve your pets.,10409102.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409103,pet advancement pill iii,A pill of good quality. Can be used to advance and evolve your pets.,10409103.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409104,pet advancement pill iv,A pill of superior quality. Can be used to advance and evolve your pets.,10409104.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409105,earth spirit stone i,A fractured Tier I Earth Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409105.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409106,fire spirit stone i,A fractured Tier I Fire Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409106.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409107,water spirit stone i,A fractured Tier I Water Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409107.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409108,wind spirit stone i,A fractured Tier I Wind Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409108.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409109,neutral spirit stone i,A fractured Tier I Neutral Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409109.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409110,shadow spirit stone i,A fractured Tier I Shadow Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409110.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409111,undead spirit stone i,A fractured Tier I Undead Soul Stone. Used to advance and evolve a pet.\nThere is a chance to obtain it while mining. Can be mined from Lv.6 and higher ore veins.,10409111.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409112,poison spirit stone i,A fractured Tier I Poison Soul Stone. Used to advance and evolve a pet.,10409112.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409113,holy spirit stone i,A fractured Tier I Holy Soul Stone. Used to advance and evolve a pet.,10409113.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409114,ghost spirit stone i,A fractured Tier I Ghost Soul Stone. Used to advance and evolve a pet.,10409114.0,Pet Item,0.0,999.0,,0.2,3125.0,,,,1
10409115,earth spirit stone ii,A damaged Tier II Earth Soul Stone. Used to advance and evolve a pet.,10409115.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409116,fire spirit stone ii,A damaged Tier II Fire Soul Stone. Used to advance and evolve a pet.,10409116.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409117,water spirit stone ii,A damaged Tier II Water Soul Stone. Used to advance and evolve a pet.,10409117.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409118,wind spirit stone ii,A damaged Tier II Wind Soul Stone. Used to advance and evolve a pet.,10409118.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409119,neutral spirit stone ii,A damaged Tier II Neutral Soul Stone. Used to advance and evolve a pet.,10409119.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409120,shadow spirit stone ii,A damaged Tier II Shadow Soul Stone. Used to advance and evolve a pet.,10409120.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409121,undead spirit stone ii,A damaged Tier II Undead Soul Stone. Used to advance and evolve a pet.,10409121.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409122,poison spirit stone ii,A damaged Tier II Poison Soul Stone. Used to advance and evolve a pet.,10409122.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409123,holy spirit stone ii,A damaged Tier II Holy Soul Stone. Used to advance and evolve a pet.,10409123.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409124,ghost spirit stone ii,A damaged Tier II Ghost Soul Stone. Used to advance and evolve a pet.,10409124.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409125,earth spirit stone iii,A somewhat complete Tier III Earth Soul Stone. Used to advance and evolve a pet.,10409125.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409126,fire spirit stone iii,A somewhat complete Tier III Fire Soul Stone. Used to advance and evolve a pet.,10409126.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409127,water spirit stone iii,A somewhat complete Tier III Water Soul Stone. Used to advance and evolve a pet.,10409127.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409128,wind spirit stone iii,A somewhat complete Tier III Wind Soul Stone. Used to advance and evolve a pet.,10409128.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409129,neutral spirit stone iii,A somewhat complete Tier III Neutral Soul Stone. Used to advance and evolve a pet.,10409129.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409130,shadow spirit stone iii,A somewhat complete Tier III Shadow Soul Stone. Used to advance and evolve a pet.,10409130.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409131,undead spirit stone iii,A somewhat complete Tier III Undead Soul Stone. Used to advance and evolve a pet.,10409131.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409132,poison spirit stone iii,A somewhat complete Tier III Poison Soul Stone. Used to advance and evolve a pet.,10409132.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409133,holy spirit stone iii,A somewhat complete Tier III Holy Soul Stone. Used to advance and evolve a pet.,10409133.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409134,ghost spirit stone iii,A somewhat complete Tier III Ghost Soul Stone. Used to advance and evolve a pet.,10409134.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409135,earth spirit stone iv,A complete Tier IV Earth Soul Stone. Used to advance and evolve a pet.,10409135.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409136,fire spirit stone iv,A complete Tier IV Fire Soul Stone. Used to advance and evolve a pet.,10409136.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409137,water spirit stone iv,A complete Tier IV Water Soul Stone. Used to advance and evolve a pet.,10409137.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409138,wind spirit stone iv,A complete Tier IV Wind Soul Stone. Used to advance and evolve a pet.,10409138.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409139,neutral spirit stone iv,A complete Tier IV Neutral Soul Stone. Used to advance and evolve a pet.,10409139.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409140,shadow spirit stone iv,A complete Tier IV Shadow Soul Stone. Used to advance and evolve a pet.,10409140.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409141,undead spirit stone iv,A complete Tier IV Undead Soul Stone. Used to advance and evolve a pet.,10409141.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409142,poison spirit stone iv,A complete Tier IV Poison Soul Stone. Used to advance and evolve a pet.,10409142.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409143,holy spirit stone iv,A complete Tier IV Holy Soul Stone. Used to advance and evolve a pet.,10409143.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409144,ghost spirit stone iv,A complete Tier IV Ghost Soul Stone. Used to advance and evolve a pet.,10409144.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409145,natural scale i,A scale that contains a bit of natural energy. Used to advance and evolve a pet.\nThere is a chance to obtain it while fishing. Must be Fishing Lv.6 or and higher to catch.,10409145.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409146,derelict spirit scale i,A scale that contains a bit of spiritual energy. Used to advance and evolve a pet.\nThere is a chance to obtain it while fishing. Must be Fishing Lv.6 or and higher to catch.,10409146.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409147,silent destiny scale i,A scale that contains a bit of vital energy. Used to advance and evolve a pet.,10409147.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409148,departed soul scale i,A scale that contains a bit of holy energy. Used to advance and evolve a pet.,10409148.0,Pet Item,0.0,999.0,,0.2,6250.0,,,,1
10409149,natural scale ii,A scale that contains a small amount of natural energy. Used to advance and evolve a pet.,10409149.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409150,derelict spirit scale ii,A scale that contains a small amount of spiritual energy. Used to advance and evolve a pet.,10409150.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409151,silent destiny scale ii,A scale that contains a small amount of holy energy. Used to advance and evolve a pet.,10409151.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409152,departed soul scale ii,A scale that contains a small amount of vital energy. Used to advance and evolve a pet.,10409152.0,Pet Item,0.0,999.0,,0.2,12500.0,,,,1
10409153,natural scale iii,A scale that contains a moderate amount of natural energy. Used to advance and evolve a pet.,10409153.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409154,derelict spirit scale iii,A scale that contains a moderate amount of spiritual energy. Used to advance and evolve a pet.,10409154.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409155,silent destiny scale iii,A scale that contains a moderate amount of vital energy. Used to advance and evolve a pet.,10409155.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409156,departed soul scale iii,A scale that contains a moderate amount of holy energy. Used to advance and evolve a pet.,10409156.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409157,natural scale iv,A scale that contains a great amount of natural energy. Used to advance and evolve a pet.,10409157.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409158,derelict spirit scale iv,A scale that contains a great amount of spiritual energy. Used to advance and evolve a pet.,10409158.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409159,silent destiny scale iv,A scale that contains a great amount of vital energy. Used to advance and evolve a pet.,10409159.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409160,departed soul scale iv,A scale that contains a great amount of holy energy. Used to advance and evolve a pet.,10409160.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409201,earth skill sheet i,"A basic Earth Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Earth attribute skill.",10409201.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409202,fire skill sheet i,"A basic Fire Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Fire attribute skill.",10409202.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409203,water skill sheet i,"A basic Water Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Water attribute skill.",10409203.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409204,wind skill sheet i,"A basic Wind Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Wind attribute skill.",10409204.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409205,neutral skill sheet i,"A basic Neutral Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Neutral attribute skill.",10409205.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409206,shadow skill sheet i,"A basic Shadow Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Shadow attribute skill.",10409207.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409207,undead skill sheet i,"A basic Undead Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Undead attribute skill.",10409206.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409208,poison skill sheet i,"A basic Poison Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Poison attribute skill.",10409208.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409209,holy skill sheet i,"A basic Holy Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Holy attribute skill.",10409209.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409210,ghost skill sheet i,"A basic Ghost Pet Skill Book primarily composed of simple pictures. When used, the pet will randomly learn a basic Ghost attribute skill.",10409210.0,Pet Item,0.0,999.0,,0.2,25000.0,,,,1
10409211,earth skill sheet ii,"An intermediate Earth Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Earth attribute skill.",10409211.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409212,fire skill sheet ii,"An intermediate Fire Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Fire attribute skill.",10409212.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409213,water skill sheet ii,"An intermediate Water Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Water attribute skill.",10409213.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409214,wind skill sheet ii,"An intermediate Wind Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Wind attribute skill.",10409214.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409215,neutral skill sheet ii,"An intermediate Neutral Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Neutral attribute skill.",10409215.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409216,shadow skill sheet ii,"An intermediate Shadow Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Shadow attribute skill.",10409217.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409217,undead skill sheet ii,"An intermediate Undead Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Undead attribute skill.",10409216.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409218,poison skill sheet ii,"An intermediate Poison Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Poison attribute skill.",10409218.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409219,holy skill sheet ii,"An intermediate Holy Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Holy attribute skill.",10409219.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409220,ghost skill sheet ii,"An intermediate Ghost Pet Skill Book composed of both text and images. When used, the pet will randomly learn an intermediate Ghost attribute skill.",10409220.0,Pet Item,0.0,999.0,,0.2,50000.0,,,,1
10409221,earth skill sheet iii,"An advanced Earth Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Earth attribute skill.",10409221.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409222,fire skill sheet iii,"An advanced Fire Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Fire attribute skill.",10409222.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409223,water skill sheet iii,"An advanced Water Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Water attribute skill.",10409223.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409224,wind skill sheet iii,"An advanced Wind Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Wind attribute skill.",10409224.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409225,neutral skill sheet iii,"An advanced Neutral Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Neutral attribute skill.",10409225.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409226,shadow skill sheet iii,"An advanced Shadow Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Shadow attribute skill.",10409227.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409227,undead skill sheet iii,"An advanced Undead Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Undead attribute skill.",10409226.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409228,poison skill sheet iii,"An advanced Poison Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Poison attribute skill.",10409228.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409229,holy skill sheet iii,"An advanced Holy Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Holy attribute skill.",10409229.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10409230,ghost skill sheet iii,"An advanced Ghost Pet Skill Book filled with obscure and profound text. When used, the pet will randomly learn an advanced Ghost attribute skill.",10409230.0,Pet Item,0.0,999.0,,0.2,100000.0,,,,1
10410001,pet cookie,Increase pet Satiety by 10 upon consumption.,10410001.0,Pet Food,0.0,999.0,,,,,,,1
10410002,pet mousse,Increase pet's Satiety by 20 upon consumption.,10410002.0,Pet Food,0.0,999.0,,,,,,,1
10410003,pet cake,Increase pet's Satiety by 40 upon consumption.,10410003.0,Pet Food,0.0,999.0,,,,,,,1
10410004,milk tea,"As smooth as butter, as sweet as first love. Feed it to a pet to increase Favor by 200.",10411003.0,Pet Food,0.0,999.0,,,10.0,,,,1
10411001,basic pet exp potion,Increase pet EXP by 6000 upon consumption.,10411001.0,Pet EXP Potion,0.0,999.0,,,10.0,,,,1
10411002,fair pet exp potion,Increase pet EXP by 12000 upon consumption.,10411002.0,Pet EXP Potion,0.0,999.0,,,10.0,,,,1
10411003,high pet exp potion,Increase pet EXP by 24000 upon consumption.,10411003.0,Pet EXP Potion,0.0,999.0,,,10.0,,,,1
10411004,talent level up potion,Increase Pet Talent level upon consumption.,10411004.0,Uncategorized,0.0,999.0,,,10.0,,,,1
10412001,neutral attribute attack,"A pet book that can only be read by Neutral attribute pets. It enables the pet to execute Neutral Attribute Attack, which deals Neutral physical damage that is equivalent to 300% of the pet's ATK.",10412001.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412002,neutral attribute proficiency,"A pet book that can only be read by Neutral attribute pets. It enables the pet to execute Neutral Attribute Mastery, which grants both the pet and its owner 20% Neutral Attribute Enhancement for 60 seconds.",10412001.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412003,neutral attribute mastery,"A pet book that can only be read by Neutral attribute pets. It enables the pet to execute Neutral Attribute Proficiency, which grants both the pet and its owner 20% bonus damage to Neutral attribute targets and 20% Neutral Resistance for 60 seconds.",10412001.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412004,magic fist (neutral),"A pet book that can only be read by Neutral attribute pets. It enables the pet to execute Fist Spell, which deals Neutral magic damage that is equivalent to 500% of the pet's M.ATK.",10412001.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412051,holy attribute attack (holy),"A pet book that can only be read by Holy attribute pets. It enables the pet to execute Holy Attribute Attack, which deals Holy physical damage that is equivalent to 300% of the pet's ATK.",10412051.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412052,holy attribute proficiency (holy),"A pet book that can only be read by Holy attribute pets. It enables the pet to execute Holy Attribute Mastery, which grants both the pet and its owner 20% Holy Attribute Enhancement for 60 seconds.",10412051.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412053,holy attribute mastery (holy),"A pet book that can only be read by Holy attribute pets. It enables the pet to execute Holy Attribute Proficiency, which grants both the pet and its owner 20% bonus damage to Holy attribute targets and 20% Holy Resistance for 60 seconds.",10412051.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412054,holy light (holy),"A pet book that can only be read by Holy attribute pets. It enables the pet to execute Holy Light, which deals Holy magic damage that is equivalent to 500% of the pet's M.ATK to a single target and at the same time, dispels Kyrie Eleison effect.",10412051.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412101,earth attribute attack (earth),"A pet book that can only be read by Earth attribute pets. It enables the pet to execute Earth Attribute Attack, which deals Earth physical damage that is equivalent to 300% of the pet's ATK.",10412101.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412102,earth attribute proficiency (earth),"A pet book that can only be read by Earth attribute pets. It enables the pet to execute Earth Attribute Mastery, which grants both the pet and its owner 20% Earth Attribute Enhancement for 60 seconds.",10412101.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412103,earth attribute mastery (earth),"A pet book that can only be read by Earth attribute pets. It enables the pet to execute Earth Attribute Proficiency, which grants both the pet and its owner 20% bonus damage to Earth attribute targets and 20% Earth Resistance for 60 seconds.",10412101.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412104,heaven's drive (earth),"A pet book that can only be read by Earth attribute pets. It enables the pet to execute Heaven's Drive, which commands spikes to protrude from the ground and deals Earth magic damage equivalent to 200% of the pet's M.ATK to enemies within 3 meters of the specified location.",10412101.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412151,fire attribute attack (fire),"A pet book that can only be read by Fire attribute pets. It enables the pet to execute Fire Attribute Attack, which deals Fire physical damage that is equivalent to 300% of the pet's ATK.",10412151.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412152,fire attribute proficiency (fire),"A pet book that can only be read by Fire attribute pets. It enables the pet to execute Fire Attribute Mastery, which grants both the pet and its owner 20% Fire Attribute Enhancement for 60 seconds.",10412151.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412153,fire attribute mastery (fire),"A pet book that can only be read by Fire attribute pets. It enables the pet to execute Fire Attribute Proficiency, which grants both the pet and its owner 20% bonus damage to Fire attribute targets and 20% Fire Resistance for 60 seconds.",10412151.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412154,fire bolt (fire),"A pet book that can only be read by Fire attribute pets. It enables the pet to execute Fire Bolt, which summons fire bolts from above and deals Fire magic damage that is equivalent to 600% of the pet's M.ATK.",10412151.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
10412201,water attribute attack (water),"A pet book that can only be read by Water attribute pets. It enables the pet to execute Water Attribute Attack, which deals Water physical damage that is equivalent to 300% of the pet's ATK.",10412201.0,Pet Skill Book,0.0,999.0,,,10.0,,,,1
