equip_id,attribute,attribute_value,id
1302049,P.ATK,750.0,1793
1302049,haste,375.0,1794
1302050,P.ATK,375.0,1795
1302050,haste,187.0,1796
1302051,P.ATK,475.0,1797
1302051,haste,237.0,1798
1302052,P.ATK,600.0,1799
1302052,haste,300.0,1800
1302053,P.ATK,275.0,1801
1302053,haste,137.0,1802
1302054,P.ATK,375.0,1803
1302054,haste,187.0,1804
1302055,P.ATK,475.0,1805
1302055,haste,237.0,1806
1302056,P.ATK,600.0,1807
1302056,haste,300.0,1808
1302057,P.ATK,475.0,1809
1302057,haste,237.0,1810
1302058,P.ATK,600.0,1811
1302058,haste,300.0,1812
1302059,P.ATK,1750.0,1813
1302059,haste,875.0,1814
1302060,P.ATK,1538.0,1815
1302060,haste,769.0,1816
1302062,P.ATK,1025.0,1819
1302062,haste,513.0,1820
1302063,P.ATK,1025.0,1821
1302063,haste,513.0,1822
1302064,P.ATK,1025.0,1823
1302064,haste,513.0,1824
1302065,P.ATK,1025.0,1825
1302065,haste,513.0,1826
1302066,P.ATK,1025.0,1827
1302066,haste,513.0,1828
1302067,P.ATK,1025.0,1829
1302067,haste,513.0,1830
1302068,P.ATK,1538.0,1831
1302068,haste,769.0,1832
1302069,P.ATK,1538.0,1833
1302069,haste,769.0,1834
1302070,P.ATK,1450.0,1835
1302070,haste,725.0,1836
1302071,P.ATK,1450.0,1837
1302071,haste,725.0,1838
1302072,P.ATK,1750.0,1839
1302072,haste,875.0,1840
1302073,P.ATK,1750.0,1841
1302073,haste,875.0,1842
1302074,P.ATK,1800.0,1843
1302074,haste,900.0,1844
1302076,P.ATK,2050.0,1847
1302076,haste,1025.0,1848
1302077,P.ATK,1200.0,1849
1302077,haste,600.0,1850
1302078,P.ATK,1200.0,1851
1302078,haste,600.0,1852
1302079,P.ATK,1200.0,1853
1302079,haste,600.0,1854
1302080,P.ATK,1200.0,1855
1302080,haste,600.0,1856
1302081,P.ATK,1200.0,1857
1302081,haste,600.0,1858
1302082,P.ATK,1200.0,1859
1302082,haste,600.0,1860
1302083,P.ATK,1800.0,1861
1302083,haste,900.0,1862
1302084,P.ATK,1800.0,1863
1302084,haste,900.0,1864
1302086,P.ATK,1750.0,1867
1302086,haste,875.0,1868
1302087,P.ATK,1750.0,1869
1302087,haste,875.0,1870
1302088,P.ATK,2050.0,1871
1302088,haste,1025.0,1872
1302089,P.ATK,2050.0,1873
1302089,haste,1025.0,1874
1302090,P.ATK,2050.0,1875
1302090,haste,1025.0,1876
1303003,P.ATK,125.0,1879
1303003,haste,62.0,1880
1303004,P.ATK,375.0,1881
1303004,haste,187.0,1882
1303005,P.ATK,400.0,1883
1303005,haste,200.0,1884
1303006,P.ATK,475.0,1885
1303006,haste,237.0,1886
1303007,P.ATK,725.0,1887
1303007,haste,363.0,1888
1303008,P.ATK,725.0,1889
1303008,haste,363.0,1890
1303009,P.ATK,725.0,1891
1303009,haste,363.0,1892
1303010,P.ATK,725.0,1893
1303010,haste,363.0,1894
1303011,P.ATK,725.0,1895
1303011,haste,363.0,1896
1303012,P.ATK,725.0,1897
1303012,haste,363.0,1898
1303013,P.ATK,950.0,1899
1303013,haste,475.0,1900
1303014,P.ATK,950.0,1901
1303014,haste,475.0,1902
1303015,P.ATK,1313.0,1903
1303015,haste,656.0,1904
1303016,P.ATK,275.0,1905
1303016,haste,137.0,1906
1303017,P.ATK,600.0,1907
1303017,haste,300.0,1908
1303018,P.ATK,1313.0,1909
1303018,haste,656.0,1910
1303019,P.ATK,1450.0,1911
1303019,haste,725.0,1912
1303020,P.ATK,1200.0,1913
1303020,haste,600.0,1914
1303021,P.ATK,1200.0,1915
1303021,haste,600.0,1916
1303022,P.ATK,1450.0,1917
1303022,haste,725.0,1918
1303023,P.ATK,875.0,1919
1303023,haste,438.0,1920
1303024,P.ATK,875.0,1921
1303024,haste,438.0,1922
1303025,P.ATK,875.0,1923
1303025,haste,438.0,1924
1303026,P.ATK,1313.0,1925
1303026,haste,656.0,1926
1303027,P.ATK,875.0,1927
1303027,haste,438.0,1928
1303028,P.ATK,875.0,1929
1303028,haste,438.0,1930
1303029,P.ATK,875.0,1931
1303029,haste,438.0,1932
1303030,P.ATK,62.0,1933
1303030,haste,31.0,1934
1303031,P.ATK,187.0,1935
1303031,haste,93.0,1936
1303032,P.ATK,300.0,1937
1303032,haste,150.0,1938
1303033,P.ATK,412.0,1939
1303033,haste,206.0,1940
1303034,P.ATK,712.0,1941
1303034,haste,356.0,1942
1303035,P.ATK,750.0,1943
1303035,haste,375.0,1944
1303036,P.ATK,200.0,1945
1303036,haste,100.0,1946
1303037,P.ATK,562.0,1947
1303037,haste,281.0,1948
1303038,P.ATK,900.0,1949
1303038,haste,450.0,1950
1303039,P.ATK,200.0,1951
1303039,haste,100.0,1952
1303040,P.ATK,275.0,1953
1303040,haste,137.0,1954
1303041,P.ATK,1088.0,1955
1303041,haste,544.0,1956
1303042,P.ATK,1088.0,1957
1303042,haste,544.0,1958
1303043,P.ATK,375.0,1959
1303043,haste,187.0,1960
1303044,P.ATK,1200.0,1961
1303044,haste,600.0,1962
1303045,P.ATK,475.0,1963
1303045,haste,237.0,1964
1303046,P.ATK,600.0,1965
1303046,haste,300.0,1966
1303047,P.ATK,600.0,1967
1303047,haste,300.0,1968
1303048,P.ATK,550.0,1969
1303048,haste,275.0,1970
1303049,P.ATK,750.0,1971
1303049,haste,375.0,1972
1303050,P.ATK,375.0,1973
1303050,haste,187.0,1974
1303051,P.ATK,475.0,1975
1303051,haste,237.0,1976
1303052,P.ATK,600.0,1977
1303052,haste,300.0,1978
1303053,P.ATK,275.0,1979
1303053,haste,137.0,1980
1303054,P.ATK,375.0,1981
1303054,haste,187.0,1982
1303055,P.ATK,475.0,1983
1303055,haste,237.0,1984
1303056,P.ATK,600.0,1985
1303056,haste,300.0,1986
1303057,P.ATK,475.0,1987
1303057,haste,237.0,1988
1303058,P.ATK,600.0,1989
1303058,haste,300.0,1990
1303059,P.ATK,1750.0,1991
1303059,haste,875.0,1992
1303060,P.ATK,1538.0,1993
1303060,haste,769.0,1994
1303062,P.ATK,1025.0,1997
1303062,haste,513.0,1998
1303063,P.ATK,1025.0,1999
1303063,haste,513.0,2000
1303064,P.ATK,1025.0,2001
1303064,haste,513.0,2002
1303065,P.ATK,1025.0,2003
1303065,haste,513.0,2004
1303066,P.ATK,1025.0,2005
1303066,haste,513.0,2006
1303067,P.ATK,1025.0,2007
1303067,haste,513.0,2008
1303068,P.ATK,1538.0,2009
1303068,haste,769.0,2010
1303069,P.ATK,1538.0,2011
1303069,haste,769.0,2012
1303070,P.ATK,1450.0,2013
1303070,haste,725.0,2014
1303071,P.ATK,1450.0,2015
1303071,haste,725.0,2016
1303072,P.ATK,1750.0,2017
1303072,haste,875.0,2018
1303073,P.ATK,1750.0,2019
1303073,haste,875.0,2020
1303074,P.ATK,1800.0,2021
1303074,haste,900.0,2022
1303076,P.ATK,2050.0,2025
1303076,haste,1025.0,2026
1303077,P.ATK,1200.0,2027
1303077,haste,600.0,2028
1303078,P.ATK,1200.0,2029
1303078,haste,600.0,2030
1303079,P.ATK,1200.0,2031
1303079,haste,600.0,2032
1303080,P.ATK,1200.0,2033
1303080,haste,600.0,2034
1303081,P.ATK,1200.0,2035
1303081,haste,600.0,2036
1303082,P.ATK,1200.0,2037
1303082,haste,600.0,2038
1303083,P.ATK,1800.0,2039
1303083,haste,900.0,2040
1303084,P.ATK,1800.0,2041
1303084,haste,900.0,2042
1303086,P.ATK,1750.0,2045
1303086,haste,875.0,2046
1303087,P.ATK,1750.0,2047
1303087,haste,875.0,2048
1303088,P.ATK,2050.0,2049
1303088,haste,1025.0,2050
1303089,P.ATK,2050.0,2051
1303089,haste,1025.0,2052
1303090,P.ATK,2050.0,2053
1303090,haste,1025.0,2054
1304003,P.ATK,600.0,2059
1304003,ASPD,300.0,2060
1304004,P.ATK,1088.0,2061
1304004,ASPD,544.0,2062
1304005,P.ATK,725.0,2063
1304005,ASPD,363.0,2064
1304006,P.ATK,725.0,2065
1304006,ASPD,363.0,2066
1304007,P.ATK,725.0,2067
1304007,ASPD,363.0,2068
1304008,P.ATK,725.0,2069
1304008,ASPD,363.0,2070
1304009,P.ATK,750.0,2071
1304009,ASPD,375.0,2072
1304010,P.ATK,725.0,2073
1304010,ASPD,363.0,2074
1304011,P.ATK,275.0,2075
1304011,ASPD,137.0,2076
1304012,P.ATK,725.0,2077
1304012,ASPD,363.0,2078
1304013,P.ATK,475.0,2079
1304013,ASPD,237.0,2080
1304014,P.ATK,125.0,2081
1304014,ASPD,62.0,2082
1304015,P.ATK,375.0,2083
1304015,ASPD,187.0,2084
1304016,P.ATK,950.0,2085
1304016,ASPD,475.0,2086
1304017,P.ATK,950.0,2087
1304017,ASPD,475.0,2088
1304018,P.ATK,1313.0,2089
1304018,ASPD,656.0,2090
1304019,P.ATK,1313.0,2091
1304019,ASPD,656.0,2092
1304020,P.ATK,1450.0,2093
1304020,ASPD,725.0,2094
1304021,P.ATK,1200.0,2095
1304021,ASPD,600.0,2096
1304022,P.ATK,1200.0,2097
1304022,ASPD,600.0,2098
1304023,P.ATK,1450.0,2099
1304023,ASPD,725.0,2100
1304024,P.ATK,875.0,2101
1304024,ASPD,438.0,2102
1304025,P.ATK,875.0,2103
1304025,ASPD,438.0,2104
1304026,P.ATK,875.0,2105
1304026,ASPD,438.0,2106
1304027,P.ATK,1313.0,2107
1304027,ASPD,656.0,2108
1304028,P.ATK,875.0,2109
1304028,ASPD,438.0,2110
1304029,P.ATK,875.0,2111
1304029,ASPD,438.0,2112
1304030,P.ATK,62.0,2113
1304030,ASPD,31.0,2114
1304031,P.ATK,187.0,2115
1304031,ASPD,93.0,2116
1304032,P.ATK,300.0,2117
1304032,ASPD,150.0,2118
1304033,P.ATK,412.0,2119
1304033,ASPD,206.0,2120
1304034,P.ATK,712.0,2121
1304034,ASPD,356.0,2122
1304035,P.ATK,400.0,2123
1304035,ASPD,200.0,2124
1304036,P.ATK,200.0,2125
1304036,ASPD,100.0,2126
1304037,P.ATK,562.0,2127
1304037,ASPD,281.0,2128
1304038,P.ATK,900.0,2129
1304038,ASPD,450.0,2130
1304039,P.ATK,200.0,2131
1304039,ASPD,100.0,2132
1304040,P.ATK,275.0,2133
1304040,ASPD,137.0,2134
1304041,P.ATK,1088.0,2135
1304041,ASPD,544.0,2136
1304042,P.ATK,1200.0,2137
1304042,ASPD,600.0,2138
1304043,P.ATK,375.0,2139
1304043,ASPD,187.0,2140
1304044,P.ATK,875.0,2141
1304044,ASPD,438.0,2142
1304045,P.ATK,475.0,2143
1304045,ASPD,237.0,2144
1304046,P.ATK,600.0,2145
1304046,ASPD,300.0,2146
1304047,P.ATK,600.0,2147
1304047,ASPD,300.0,2148
1304048,P.ATK,550.0,2149
1304048,ASPD,275.0,2150
1304049,P.ATK,750.0,2151
1304049,ASPD,375.0,2152
1304050,P.ATK,375.0,2153
1304050,ASPD,187.0,2154
1304051,P.ATK,475.0,2155
1304051,ASPD,237.0,2156
1304052,P.ATK,600.0,2157
1304052,ASPD,300.0,2158
1304053,P.ATK,275.0,2159
1304053,ASPD,137.0,2160
1304054,P.ATK,375.0,2161
1304054,ASPD,187.0,2162
1304055,P.ATK,475.0,2163
1304055,ASPD,237.0,2164
1304056,P.ATK,600.0,2165
1304056,ASPD,300.0,2166
1304057,P.ATK,475.0,2167
1304057,ASPD,237.0,2168
1304058,P.ATK,600.0,2169
1304058,ASPD,300.0,2170
1304059,P.ATK,1750.0,2171
1304059,ASPD,875.0,2172
1304060,P.ATK,1538.0,2173
1304060,ASPD,769.0,2174
1304062,P.ATK,1025.0,2177
1304062,ASPD,513.0,2178
1304063,P.ATK,1025.0,2179
1304063,ASPD,513.0,2180
1304064,P.ATK,1025.0,2181
1304064,ASPD,513.0,2182
1304065,P.ATK,1025.0,2183
1304065,ASPD,513.0,2184
1304066,P.ATK,1025.0,2185
1304066,ASPD,513.0,2186
1304067,P.ATK,1025.0,2187
1304067,ASPD,513.0,2188
1304068,P.ATK,1538.0,2189
1304068,ASPD,769.0,2190
1304069,P.ATK,1538.0,2191
1304069,ASPD,769.0,2192
1304070,P.ATK,1450.0,2193
1304070,ASPD,725.0,2194
1304071,P.ATK,1450.0,2195
1304071,ASPD,725.0,2196
1304072,P.ATK,1750.0,2197
1304072,ASPD,875.0,2198
1304073,P.ATK,1750.0,2199
1304073,ASPD,875.0,2200
1304074,P.ATK,1800.0,2201
1304074,ASPD,900.0,2202
1304076,P.ATK,2050.0,2205
1304076,ASPD,1025.0,2206
1304077,P.ATK,1200.0,2207
1304077,ASPD,600.0,2208
1304078,P.ATK,1200.0,2209
1304078,ASPD,600.0,2210
1304079,P.ATK,1200.0,2211
1304079,ASPD,600.0,2212
1304080,P.ATK,1200.0,2213
1304080,ASPD,600.0,2214
1304081,P.ATK,1200.0,2215
1304081,ASPD,600.0,2216
1304082,P.ATK,1200.0,2217
1304082,ASPD,600.0,2218
1304083,P.ATK,1800.0,2219
1304083,ASPD,900.0,2220
1304084,P.ATK,1800.0,2221
1304084,ASPD,900.0,2222
1304086,P.ATK,1750.0,2225
1304086,ASPD,875.0,2226
1304087,P.ATK,1750.0,2227
1304087,ASPD,875.0,2228
1304088,P.ATK,2050.0,2229
1304088,ASPD,1025.0,2230
1304089,P.ATK,2050.0,2231
1304089,ASPD,1025.0,2232
1304090,P.ATK,2050.0,2233
1304090,ASPD,1025.0,2234
1305002,P.ATK,125.0,2237
1305002,ASPD,62.0,2238
1305003,P.ATK,275.0,2239
1305003,ASPD,137.0,2240
1305004,P.ATK,475.0,2241
1305004,ASPD,237.0,2242
1305005,P.ATK,750.0,2243
1305005,ASPD,375.0,2244
1305006,P.ATK,725.0,2245
1305006,ASPD,363.0,2246
1305007,P.ATK,725.0,2247
1305007,ASPD,363.0,2248
1305008,P.ATK,725.0,2249
1305008,ASPD,363.0,2250
1305009,P.ATK,725.0,2251
1305009,ASPD,363.0,2252
1305010,P.ATK,725.0,2253
1305010,ASPD,363.0,2254
1305011,P.ATK,725.0,2255
1305011,ASPD,363.0,2256
1305012,P.ATK,600.0,2257
1305012,ASPD,300.0,2258
1305013,P.ATK,950.0,2259
1305013,ASPD,475.0,2260
1305014,P.ATK,950.0,2261
1305014,ASPD,475.0,2262
1305015,P.ATK,1200.0,2263
1305015,ASPD,600.0,2264
1305016,P.ATK,400.0,2265
1305016,ASPD,200.0,2266
1305017,P.ATK,375.0,2267
1305017,ASPD,187.0,2268
1305018,P.ATK,1313.0,2269
1305018,ASPD,656.0,2270
1305019,P.ATK,1313.0,2271
1305019,ASPD,656.0,2272
1305020,P.ATK,1450.0,2273
1305020,ASPD,725.0,2274
1305021,P.ATK,1200.0,2275
1305021,ASPD,600.0,2276
1305022,P.ATK,1450.0,2277
1305022,ASPD,725.0,2278
1305023,P.ATK,875.0,2279
1305023,ASPD,438.0,2280
1305024,P.ATK,875.0,2281
1305024,ASPD,438.0,2282
1305025,P.ATK,875.0,2283
1305025,ASPD,438.0,2284
1305026,P.ATK,1313.0,2285
1305026,ASPD,656.0,2286
1305027,P.ATK,875.0,2287
1305027,ASPD,438.0,2288
1305028,P.ATK,875.0,2289
1305028,ASPD,438.0,2290
1305029,P.ATK,875.0,2291
1305029,ASPD,438.0,2292
1305030,P.ATK,62.0,2293
1305030,ASPD,31.0,2294
1305031,P.ATK,187.0,2295
1305031,ASPD,93.0,2296
1305032,P.ATK,300.0,2297
1305032,ASPD,150.0,2298
1305033,P.ATK,412.0,2299
1305033,ASPD,206.0,2300
1305034,P.ATK,712.0,2301
1305034,ASPD,356.0,2302
1305035,P.ATK,200.0,2303
1305035,ASPD,100.0,2304
1305036,P.ATK,562.0,2305
1305036,ASPD,281.0,2306
1305037,P.ATK,900.0,2307
1305037,ASPD,450.0,2308
1305038,P.ATK,200.0,2309
1305038,ASPD,100.0,2310
1305039,P.ATK,275.0,2311
1305039,ASPD,137.0,2312
1305040,P.ATK,1088.0,2313
1305040,ASPD,544.0,2314
1305041,P.ATK,1088.0,2315
1305041,ASPD,544.0,2316
1305042,P.ATK,375.0,2317
1305042,ASPD,187.0,2318
1305043,P.ATK,1200.0,2319
1305043,ASPD,600.0,2320
1305044,P.ATK,475.0,2321
1305044,ASPD,237.0,2322
1305045,P.ATK,600.0,2323
1305045,ASPD,300.0,2324
1305046,P.ATK,600.0,2325
1305046,ASPD,300.0,2326
1305047,P.ATK,550.0,2327
1305047,ASPD,275.0,2328
1305048,P.ATK,750.0,2329
1305048,ASPD,375.0,2330
1305049,P.ATK,375.0,2331
1305049,ASPD,187.0,2332
1305050,P.ATK,475.0,2333
1305050,ASPD,237.0,2334
1305051,P.ATK,600.0,2335
1305051,ASPD,300.0,2336
1305052,P.ATK,275.0,2337
1305052,ASPD,137.0,2338
1305053,P.ATK,375.0,2339
1305053,ASPD,187.0,2340
1305054,P.ATK,475.0,2341
1305054,ASPD,237.0,2342
1305055,P.ATK,600.0,2343
1305055,ASPD,300.0,2344
1305056,P.ATK,475.0,2345
1305056,ASPD,237.0,2346
1305057,P.ATK,600.0,2347
1305057,ASPD,300.0,2348
1305058,P.ATK,1750.0,2349
1305058,ASPD,875.0,2350
1305059,P.ATK,1538.0,2351
1305059,ASPD,769.0,2352
1305061,P.ATK,1025.0,2355
1305061,ASPD,513.0,2356
1305062,P.ATK,1025.0,2357
1305062,ASPD,513.0,2358
1305063,P.ATK,1025.0,2359
1305063,ASPD,513.0,2360
1305064,P.ATK,1025.0,2361
1305064,ASPD,513.0,2362
1305065,P.ATK,1025.0,2363
1305065,ASPD,513.0,2364
1305066,P.ATK,1025.0,2365
1305066,ASPD,513.0,2366
1305067,P.ATK,1538.0,2367
1305067,ASPD,769.0,2368
1305068,P.ATK,1538.0,2369
1305068,ASPD,769.0,2370
1305069,P.ATK,1450.0,2371
1305069,ASPD,725.0,2372
1305070,P.ATK,1450.0,2373
1305070,ASPD,725.0,2374
1305071,P.ATK,1750.0,2375
1305071,ASPD,875.0,2376
1305072,P.ATK,1750.0,2377
1305072,ASPD,875.0,2378
1305073,P.ATK,1800.0,2379
1305073,ASPD,900.0,2380
1305075,P.ATK,2050.0,2383
1305075,ASPD,1025.0,2384
1305076,P.ATK,1200.0,2385
1305076,ASPD,600.0,2386
1305077,P.ATK,1200.0,2387
1305077,ASPD,600.0,2388
1305078,P.ATK,1200.0,2389
1305078,ASPD,600.0,2390
1305079,P.ATK,1200.0,2391
1305079,ASPD,600.0,2392
1305080,P.ATK,1200.0,2393
1305080,ASPD,600.0,2394
1305081,P.ATK,1200.0,2395
1305081,ASPD,600.0,2396
1305082,P.ATK,1800.0,2397
1305082,ASPD,900.0,2398
1305083,P.ATK,1800.0,2399
1305083,ASPD,900.0,2400
1305085,P.ATK,1750.0,2403
1305085,ASPD,875.0,2404
1305086,P.ATK,1750.0,2405
1305086,ASPD,875.0,2406
1305087,P.ATK,2050.0,2407
1305087,ASPD,1025.0,2408
1305088,P.ATK,2050.0,2409
1305088,ASPD,1025.0,2410
1305089,P.ATK,2050.0,2411
1305089,ASPD,1025.0,2412
1306003,M.ATK,125.0,2417
1306003,haste,62.0,2418
1306004,M.ATK,275.0,2419
1306004,haste,137.0,2420
1306005,M.ATK,750.0,2421
1306005,haste,375.0,2422
1306006,M.ATK,725.0,2423
1306006,haste,363.0,2424
1306007,M.ATK,725.0,2425
1306007,haste,363.0,2426
1306008,M.ATK,475.0,2427
1306008,haste,237.0,2428
1306009,M.ATK,400.0,2429
1306009,haste,200.0,2430
1306010,M.ATK,375.0,2431
1306010,haste,187.0,2432
1306011,M.ATK,600.0,2433
1306011,haste,300.0,2434
1306012,M.ATK,725.0,2435
1306012,haste,363.0,2436
1306013,M.ATK,725.0,2437
1306013,haste,363.0,2438
1306014,M.ATK,725.0,2439
1306014,haste,363.0,2440
1306015,M.ATK,725.0,2441
1306015,haste,363.0,2442
1306016,M.ATK,950.0,2443
1306016,haste,475.0,2444
1306017,M.ATK,950.0,2445
1306017,haste,475.0,2446
1306018,M.ATK,1313.0,2447
1306018,haste,656.0,2448
1306019,M.ATK,1313.0,2449
1306019,haste,656.0,2450
1306020,M.ATK,1450.0,2451
1306020,haste,725.0,2452
1306021,M.ATK,1200.0,2453
1306021,haste,600.0,2454
1306022,M.ATK,1200.0,2455
1306022,haste,600.0,2456
1306023,M.ATK,1450.0,2457
1306023,haste,725.0,2458
1306024,M.ATK,875.0,2459
1306024,haste,438.0,2460
1306025,M.ATK,875.0,2461
1306025,haste,438.0,2462
1306026,M.ATK,875.0,2463
1306026,haste,438.0,2464
1306027,M.ATK,1313.0,2465
1306027,haste,656.0,2466
1306028,M.ATK,875.0,2467
1306028,haste,438.0,2468
1306029,M.ATK,875.0,2469
1306029,haste,438.0,2470
1306030,M.ATK,62.0,2471
1306030,haste,31.0,2472
1306031,M.ATK,187.0,2473
1306031,haste,93.0,2474
1306032,M.ATK,300.0,2475
1306032,haste,150.0,2476
1306033,M.ATK,412.0,2477
1306033,haste,206.0,2478
1306034,M.ATK,712.0,2479
1306034,haste,356.0,2480
1306035,M.ATK,200.0,2481
1306035,haste,100.0,2482
1306036,M.ATK,562.0,2483
1306036,haste,281.0,2484
1306037,M.ATK,900.0,2485
1306037,haste,450.0,2486
1306038,M.ATK,200.0,2487
1306038,haste,100.0,2488
1306039,M.ATK,275.0,2489
1306039,haste,137.0,2490
1306040,M.ATK,1088.0,2491
1306040,haste,544.0,2492
1306041,M.ATK,1088.0,2493
1306041,haste,544.0,2494
1306042,M.ATK,375.0,2495
1306042,haste,187.0,2496
1306043,M.ATK,1200.0,2497
1306043,haste,600.0,2498
1306044,M.ATK,475.0,2499
1306044,haste,237.0,2500
1306045,M.ATK,600.0,2501
1306045,haste,300.0,2502
1306046,M.ATK,600.0,2503
1306046,haste,300.0,2504
1306047,M.ATK,550.0,2505
1306047,haste,275.0,2506
1306048,M.ATK,750.0,2507
1306048,haste,375.0,2508
1306049,M.ATK,375.0,2509
1306049,haste,187.0,2510
1306050,M.ATK,475.0,2511
1306050,haste,237.0,2512
1306051,M.ATK,600.0,2513
1306051,haste,300.0,2514
1306052,M.ATK,275.0,2515
1306052,haste,137.0,2516
1306053,M.ATK,375.0,2517
1306053,haste,187.0,2518
1306054,M.ATK,475.0,2519
1306054,haste,237.0,2520
1306055,M.ATK,600.0,2521
1306055,haste,300.0,2522
1306056,M.ATK,475.0,2523
1306056,haste,237.0,2524
1306057,M.ATK,600.0,2525
1306057,haste,300.0,2526
1306058,M.ATK,875.0,2527
1306058,haste,438.0,2528
1306059,M.ATK,1750.0,2529
1306059,haste,875.0,2530
1306060,M.ATK,1538.0,2531
1306060,haste,769.0,2532
1306062,M.ATK,1025.0,2535
1306062,haste,513.0,2536
1306063,M.ATK,1025.0,2537
1306063,haste,513.0,2538
1306064,M.ATK,1025.0,2539
1306064,haste,513.0,2540
1306065,M.ATK,1025.0,2541
1306065,haste,513.0,2542
1306066,M.ATK,1025.0,2543
1306066,haste,513.0,2544
1306067,M.ATK,1025.0,2545
1306067,haste,513.0,2546
1306068,M.ATK,1538.0,2547
1306068,haste,769.0,2548
1306069,M.ATK,1538.0,2549
1306069,haste,769.0,2550
1306070,M.ATK,1450.0,2551
1306070,haste,725.0,2552
1306071,M.ATK,1450.0,2553
1306071,haste,725.0,2554
1306072,M.ATK,1750.0,2555
1306072,haste,875.0,2556
1306073,M.ATK,1750.0,2557
1306073,haste,875.0,2558
1306074,M.ATK,1800.0,2559
1306074,haste,900.0,2560
1306076,M.ATK,2050.0,2563
1306076,haste,1025.0,2564
1306077,M.ATK,1200.0,2565
1306077,haste,600.0,2566
1306078,M.ATK,1200.0,2567
1306078,haste,600.0,2568
1306079,M.ATK,1200.0,2569
1306079,haste,600.0,2570
1306080,M.ATK,1200.0,2571
1306080,haste,600.0,2572
1306081,M.ATK,1200.0,2573
1306081,haste,600.0,2574
1306082,M.ATK,1200.0,2575
1306082,haste,600.0,2576
1306083,M.ATK,1800.0,2577
1306083,haste,900.0,2578
1306084,M.ATK,1800.0,2579
1306084,haste,900.0,2580
1306086,M.ATK,1750.0,2583
1306086,haste,875.0,2584
1306087,M.ATK,1750.0,2585
1306087,haste,875.0,2586
1306088,M.ATK,2050.0,2587
1306088,haste,1025.0,2588
1306089,M.ATK,2050.0,2589
1306089,haste,1025.0,2590
1306090,M.ATK,2050.0,2591
1306090,haste,1025.0,2592
1307002,P.ATK,125.0,2597
1307002,haste,62.0,2598
1307003,P.ATK,275.0,2599
1307003,haste,137.0,2600
1307004,P.ATK,475.0,2601
1307004,haste,237.0,2602
1307005,P.ATK,750.0,2603
1307005,haste,375.0,2604
1307006,P.ATK,1088.0,2605
1307006,haste,544.0,2606
1307007,P.ATK,1088.0,2607
1307007,haste,544.0,2608
1307008,P.ATK,1200.0,2609
1307008,haste,600.0,2610
1307009,P.ATK,725.0,2611
1307009,haste,363.0,2612
1307010,P.ATK,725.0,2613
1307010,haste,363.0,2614
1307011,P.ATK,725.0,2615
1307011,haste,363.0,2616
1307012,P.ATK,600.0,2617
1307012,haste,300.0,2618
1307013,P.ATK,725.0,2619
1307013,haste,363.0,2620
1307014,P.ATK,725.0,2621
1307014,haste,363.0,2622
1307015,P.ATK,725.0,2623
1307015,haste,363.0,2624
1307016,P.ATK,400.0,2625
1307016,haste,200.0,2626
1307017,P.ATK,375.0,2627
1307017,haste,187.0,2628
1307018,P.ATK,950.0,2629
1307018,haste,475.0,2630
1307019,P.ATK,950.0,2631
1307019,haste,475.0,2632
1307020,P.ATK,1313.0,2633
1307020,haste,656.0,2634
1307021,P.ATK,1313.0,2635
1307021,haste,656.0,2636
1307022,P.ATK,1450.0,2637
1307022,haste,725.0,2638
1307023,P.ATK,1200.0,2639
1307023,haste,600.0,2640
1307024,P.ATK,1200.0,2641
1307024,haste,600.0,2642
1307025,P.ATK,1450.0,2643
1307025,haste,725.0,2644
1307026,P.ATK,875.0,2645
1307026,haste,438.0,2646
1307027,P.ATK,875.0,2647
1307027,haste,438.0,2648
1307028,P.ATK,875.0,2649
1307028,haste,438.0,2650
1307029,P.ATK,1313.0,2651
1307029,haste,656.0,2652
1307030,P.ATK,62.0,2653
1307030,haste,31.0,2654
1307031,P.ATK,187.0,2655
1307031,haste,93.0,2656
1307032,P.ATK,300.0,2657
1307032,haste,150.0,2658
1307033,P.ATK,412.0,2659
1307033,haste,206.0,2660
1307034,P.ATK,712.0,2661
1307034,haste,356.0,2662
1307035,P.ATK,200.0,2663
1307035,haste,100.0,2664
1307036,P.ATK,562.0,2665
1307036,haste,281.0,2666
1307037,P.ATK,900.0,2667
1307037,haste,450.0,2668
1307038,P.ATK,200.0,2669
1307038,haste,100.0,2670
1307039,P.ATK,275.0,2671
1307039,haste,137.0,2672
1307040,P.ATK,875.0,2673
1307040,haste,438.0,2674
1307041,P.ATK,875.0,2675
1307041,haste,438.0,2676
1307042,P.ATK,375.0,2677
1307042,haste,187.0,2678
1307043,P.ATK,875.0,2679
1307043,haste,438.0,2680
1307044,P.ATK,475.0,2681
1307044,haste,237.0,2682
1307045,P.ATK,600.0,2683
1307045,haste,300.0,2684
1307046,P.ATK,600.0,2685
1307046,haste,300.0,2686
1307047,P.ATK,550.0,2687
1307047,haste,275.0,2688
1307048,P.ATK,750.0,2689
1307048,haste,375.0,2690
1307049,P.ATK,375.0,2691
1307049,haste,187.0,2692
1307050,P.ATK,475.0,2693
1307050,haste,237.0,2694
1307051,P.ATK,600.0,2695
1307051,haste,300.0,2696
1307052,P.ATK,275.0,2697
1307052,haste,137.0,2698
1307053,P.ATK,375.0,2699
1307053,haste,187.0,2700
1307054,P.ATK,475.0,2701
1307054,haste,237.0,2702
1307055,P.ATK,600.0,2703
1307055,haste,300.0,2704
