id,refine_id,inherit_zeny,need_zeny,normal_num,break_rate,upgrade_rate,downgrade_rate,refine_lv,special_num,quality,normal_item,special_item
4741,10520,5000,5000,2,10,25,25,5,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4742,10520,5000,5000,2,10,25,25,6,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4743,10520,10000,10000,4,15,20,25,7,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4744,10520,10000,10000,4,15,20,25,8,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4745,10520,20000,20000,2,15,20,30,9,2,1,HD Elunium,Blessed Elunium Ⅱ
4746,10520,20000,20000,2,15,20,30,10,2,1,HD Elunium,Blessed Elunium Ⅱ
4747,10520,50000,50000,4,20,20,30,11,2,1,HD Elunium,Blessed Elunium Ⅱ
4748,10520,50000,50000,4,20,20,30,12,2,1,HD Elunium,Blessed Elunium Ⅱ
4749,10520,100000,100000,2,25,20,30,13,2,1,UHD Elunium,Blessed Elunium ⅡI
475,37,10000,10000,4,10,25,25,6,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4750,10520,100000,100000,2,30,15,35,14,2,1,UHD Elunium,Blessed Elunium ⅡI
4751,10520,100000,100000,4,35,15,35,15,2,1,UHD Elunium,Blessed Elunium ⅡI
4752,10521,0,0,0,0,0,0,0,0,1,,
4753,10521,1000,1000,2,0,100,0,1,0,1,Elunium,
4754,10521,1000,1000,2,0,50,0,2,0,1,Elunium,
4755,10521,2000,2000,4,0,33,0,3,0,1,Elunium,
4756,10521,2000,2000,4,0,25,0,4,0,1,Elunium,
4757,10521,5000,5000,2,10,25,25,5,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4758,10521,5000,5000,2,10,25,25,6,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4759,10521,10000,10000,4,15,20,25,7,2,1,Enriched Elunium,Blessed Elunium Ⅰ
476,37,20000,20000,8,15,20,25,7,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4760,10521,10000,10000,4,15,20,25,8,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4761,10521,20000,20000,2,15,20,30,9,2,1,HD Elunium,Blessed Elunium Ⅱ
4762,10521,20000,20000,2,15,20,30,10,2,1,HD Elunium,Blessed Elunium Ⅱ
4763,10521,50000,50000,4,20,20,30,11,2,1,HD Elunium,Blessed Elunium Ⅱ
4764,10521,50000,50000,4,20,20,30,12,2,1,HD Elunium,Blessed Elunium Ⅱ
4765,10521,100000,100000,2,25,20,30,13,2,1,UHD Elunium,Blessed Elunium ⅡI
4766,10521,100000,100000,2,30,15,35,14,2,1,UHD Elunium,Blessed Elunium ⅡI
4767,10521,100000,100000,4,35,15,35,15,2,1,UHD Elunium,Blessed Elunium ⅡI
4768,10522,0,0,0,0,0,0,0,0,1,,
4769,10522,1000,1000,2,0,100,0,1,0,1,Elunium,
477,37,20000,20000,8,15,20,25,8,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4770,10522,1000,1000,2,0,50,0,2,0,1,Elunium,
4771,10522,2000,2000,4,0,33,0,3,0,1,Elunium,
4772,10522,2000,2000,4,0,25,0,4,0,1,Elunium,
4773,10522,5000,5000,2,10,25,25,5,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4774,10522,5000,5000,2,10,25,25,6,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4775,10522,10000,10000,4,15,20,25,7,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4776,10522,10000,10000,4,15,20,25,8,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4777,10522,20000,20000,2,15,20,30,9,2,1,HD Elunium,Blessed Elunium Ⅱ
4778,10522,20000,20000,2,15,20,30,10,2,1,HD Elunium,Blessed Elunium Ⅱ
4779,10522,50000,50000,4,20,20,30,11,2,1,HD Elunium,Blessed Elunium Ⅱ
478,37,50000,50000,4,15,20,30,9,4,2,HD Bradium,Blessed Bradium Ⅰ
4780,10522,50000,50000,4,20,20,30,12,2,1,HD Elunium,Blessed Elunium Ⅱ
4781,10522,100000,100000,2,25,20,30,13,2,1,UHD Elunium,Blessed Elunium ⅡI
4782,10522,100000,100000,2,30,15,35,14,2,1,UHD Elunium,Blessed Elunium ⅡI
4783,10522,100000,100000,4,35,15,35,15,2,1,UHD Elunium,Blessed Elunium ⅡI
4784,10523,0,0,0,0,0,0,0,0,1,,
4785,10523,1000,1000,2,0,100,0,1,0,1,Elunium,
4786,10523,1000,1000,2,0,50,0,2,0,1,Elunium,
4787,10523,2000,2000,4,0,33,0,3,0,1,Elunium,
4788,10523,2000,2000,4,0,25,0,4,0,1,Elunium,
4789,10523,5000,5000,2,10,25,25,5,2,1,Enriched Elunium,Blessed Elunium Ⅰ
479,37,50000,50000,4,15,20,30,10,4,2,HD Bradium,Blessed Bradium Ⅰ
4790,10523,5000,5000,2,10,25,25,6,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4791,10523,10000,10000,4,15,20,25,7,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4792,10523,10000,10000,4,15,20,25,8,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4793,10523,20000,20000,2,15,20,30,9,2,1,HD Elunium,Blessed Elunium Ⅱ
4794,10523,20000,20000,2,15,20,30,10,2,1,HD Elunium,Blessed Elunium Ⅱ
4795,10523,50000,50000,4,20,20,30,11,2,1,HD Elunium,Blessed Elunium Ⅱ
4796,10523,50000,50000,4,20,20,30,12,2,1,HD Elunium,Blessed Elunium Ⅱ
4797,10523,100000,100000,2,25,20,30,13,2,1,UHD Elunium,Blessed Elunium ⅡI
4798,10523,100000,100000,2,30,15,35,14,2,1,UHD Elunium,Blessed Elunium ⅡI
4799,10523,100000,100000,4,35,15,35,15,2,1,UHD Elunium,Blessed Elunium ⅡI
48,4,20000,20000,8,15,20,25,8,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
480,37,100000,100000,8,20,20,30,11,4,2,HD Bradium,Blessed Bradium Ⅰ
4800,10524,0,0,0,0,0,0,0,0,1,,
4801,10524,1000,1000,2,0,100,0,1,0,1,Elunium,
4802,10524,1000,1000,2,0,50,0,2,0,1,Elunium,
4803,10524,2000,2000,4,0,33,0,3,0,1,Elunium,
4804,10524,2000,2000,4,0,25,0,4,0,1,Elunium,
4805,10524,5000,5000,2,10,25,25,5,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4806,10524,5000,5000,2,10,25,25,6,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4807,10524,10000,10000,4,15,20,25,7,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4808,10524,10000,10000,4,15,20,25,8,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4809,10524,20000,20000,2,15,20,30,9,2,1,HD Elunium,Blessed Elunium Ⅱ
481,37,100000,100000,8,20,20,30,12,4,2,HD Bradium,Blessed Bradium Ⅰ
4810,10524,20000,20000,2,15,20,30,10,2,1,HD Elunium,Blessed Elunium Ⅱ
4811,10524,50000,50000,4,20,20,30,11,2,1,HD Elunium,Blessed Elunium Ⅱ
4812,10524,50000,50000,4,20,20,30,12,2,1,HD Elunium,Blessed Elunium Ⅱ
4813,10524,100000,100000,2,25,20,30,13,2,1,UHD Elunium,Blessed Elunium ⅡI
4814,10524,100000,100000,2,30,15,35,14,2,1,UHD Elunium,Blessed Elunium ⅡI
4815,10524,100000,100000,4,35,15,35,15,2,1,UHD Elunium,Blessed Elunium ⅡI
4816,10525,0,0,0,0,0,0,0,0,1,,
4817,10525,1000,1000,2,0,100,0,1,0,1,Elunium,
4818,10525,1000,1000,2,0,50,0,2,0,1,Elunium,
4819,10525,2000,2000,4,0,33,0,3,0,1,Elunium,
482,38,0,0,0,0,0,0,0,0,2,,
4820,10525,2000,2000,4,0,25,0,4,0,1,Elunium,
4821,10525,5000,5000,2,10,25,25,5,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4822,10525,5000,5000,2,10,25,25,6,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4823,10525,10000,10000,4,15,20,25,7,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4824,10525,10000,10000,4,15,20,25,8,2,1,Enriched Elunium,Blessed Elunium Ⅰ
4825,10525,20000,20000,2,15,20,30,9,2,1,HD Elunium,Blessed Elunium Ⅱ
4826,10525,20000,20000,2,15,20,30,10,2,1,HD Elunium,Blessed Elunium Ⅱ
4827,10525,50000,50000,4,20,20,30,11,2,1,HD Elunium,Blessed Elunium Ⅱ
4828,10525,50000,50000,4,20,20,30,12,2,1,HD Elunium,Blessed Elunium Ⅱ
4829,10525,100000,100000,2,25,20,30,13,2,1,UHD Elunium,Blessed Elunium ⅡI
483,38,2000,2000,4,0,100,0,1,0,2,Bradium,
4830,10525,100000,100000,2,30,15,35,14,2,1,UHD Elunium,Blessed Elunium ⅡI
4831,10525,100000,100000,4,35,15,35,15,2,1,UHD Elunium,Blessed Elunium ⅡI
4832,10526,0,0,0,0,0,0,0,0,1,,
4833,10526,1000,1000,2,0,100,0,1,0,1,Oridecon,
4834,10526,1000,1000,2,0,50,0,2,0,1,Oridecon,
4835,10526,2000,2000,4,0,33,0,3,0,1,Oridecon,
4836,10526,2000,2000,4,0,25,0,4,0,1,Oridecon,
4837,10526,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4838,10526,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4839,10526,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
484,38,2000,2000,4,0,50,0,2,0,2,Bradium,
4840,10526,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4841,10526,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4842,10526,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4843,10526,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4844,10526,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4845,10526,100000,100000,2,25,20,30,13,2,1,UHD Oridecon,Blessed Oridecon ⅡI
4846,10526,100000,100000,2,30,15,35,14,2,1,UHD Oridecon,Blessed Oridecon ⅡI
4847,10526,100000,100000,4,35,15,35,15,2,1,UHD Oridecon,Blessed Oridecon ⅡI
4848,10527,0,0,0,0,0,0,0,0,1,,
4849,10527,1000,1000,2,0,100,0,1,0,1,Oridecon,
485,38,5000,5000,8,0,33,0,3,0,2,Bradium,
4850,10527,1000,1000,2,0,50,0,2,0,1,Oridecon,
4851,10527,2000,2000,4,0,33,0,3,0,1,Oridecon,
4852,10527,2000,2000,4,0,25,0,4,0,1,Oridecon,
4853,10527,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4854,10527,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4855,10527,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4856,10527,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4857,10527,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4858,10527,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4859,10527,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅱ
486,38,5000,5000,8,0,25,0,4,0,2,Bradium,
4860,10527,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅱ
4861,10527,100000,100000,2,25,20,30,13,2,1,UHD Oridecon,Blessed Oridecon ⅡI
4862,10527,100000,100000,2,30,15,35,14,2,1,UHD Oridecon,Blessed Oridecon ⅡI
4863,10527,100000,100000,4,35,15,35,15,2,1,UHD Oridecon,Blessed Oridecon ⅡI
4864,10528,1000,1000,0,0,0,0,0,0,1,,
4865,10528,1000,1000,2,0,100,0,1,0,1,Bradium,
4866,10528,1000,1000,2,0,50,0,2,0,1,Bradium,
4867,10528,2000,2000,4,0,33,0,3,0,1,Bradium,
4868,10528,2000,2000,4,0,25,0,4,0,1,Bradium,
4869,10528,5000,5000,2,10,25,25,5,2,1,Enriched Bradium,Blessed Bradium Ⅰ
487,38,10000,10000,4,10,25,25,5,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4870,10528,5000,5000,2,10,25,25,6,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4871,10528,10000,10000,4,15,20,25,7,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4872,10528,10000,10000,4,15,20,25,8,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4873,10528,20000,20000,2,15,20,30,9,2,1,HD Bradium,Blessed Bradium Ⅱ
4874,10528,20000,20000,2,15,20,30,10,2,1,HD Bradium,Blessed Bradium Ⅱ
4875,10528,50000,50000,4,20,20,30,11,2,1,HD Bradium,Blessed Bradium Ⅱ
4876,10528,50000,50000,4,20,20,30,12,2,1,HD Bradium,Blessed Bradium Ⅱ
4877,10528,100000,100000,2,25,20,30,13,2,1,UHD Bradium,Blessed Bradium ⅡI
4878,10528,100000,100000,2,30,15,35,14,2,1,UHD Bradium,Blessed Bradium ⅡI
4879,10528,100000,100000,4,35,15,35,15,2,1,UHD Bradium,Blessed Bradium ⅡI
488,38,10000,10000,4,10,25,25,6,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4880,10529,1000,1000,0,0,0,0,0,0,1,,
4881,10529,1000,1000,2,0,100,0,1,0,1,Bradium,
4882,10529,1000,1000,2,0,50,0,2,0,1,Bradium,
4883,10529,2000,2000,4,0,33,0,3,0,1,Bradium,
4884,10529,2000,2000,4,0,25,0,4,0,1,Bradium,
4885,10529,5000,5000,2,10,25,25,5,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4886,10529,5000,5000,2,10,25,25,6,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4887,10529,10000,10000,4,15,20,25,7,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4888,10529,10000,10000,4,15,20,25,8,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4889,10529,20000,20000,2,15,20,30,9,2,1,HD Bradium,Blessed Bradium Ⅱ
489,38,20000,20000,8,15,20,25,7,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4890,10529,20000,20000,2,15,20,30,10,2,1,HD Bradium,Blessed Bradium Ⅱ
4891,10529,50000,50000,4,20,20,30,11,2,1,HD Bradium,Blessed Bradium Ⅱ
4892,10529,50000,50000,4,20,20,30,12,2,1,HD Bradium,Blessed Bradium Ⅱ
4893,10529,100000,100000,2,25,20,30,13,2,1,UHD Bradium,Blessed Bradium ⅡI
4894,10529,100000,100000,2,30,15,35,14,2,1,UHD Bradium,Blessed Bradium ⅡI
4895,10529,100000,100000,4,35,15,35,15,2,1,UHD Bradium,Blessed Bradium ⅡI
4896,10530,1000,1000,0,0,0,0,0,0,1,,
4897,10530,1000,1000,2,0,100,0,1,0,1,Bradium,
4898,10530,1000,1000,2,0,50,0,2,0,1,Bradium,
4899,10530,2000,2000,4,0,33,0,3,0,1,Bradium,
49,4,40000,40000,4,15,20,30,9,4,1,HD Oridecon,Blessed Oridecon Ⅰ
490,38,20000,20000,8,15,20,25,8,4,2,Enriched Bradium,Blessed Bradium Ⅰ
4900,10530,2000,2000,4,0,25,0,4,0,1,Bradium,
4901,10530,5000,5000,2,10,25,25,5,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4902,10530,5000,5000,2,10,25,25,6,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4903,10530,10000,10000,4,15,20,25,7,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4904,10530,10000,10000,4,15,20,25,8,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4905,10530,20000,20000,2,15,20,30,9,2,1,HD Bradium,Blessed Bradium Ⅱ
4906,10530,20000,20000,2,15,20,30,10,2,1,HD Bradium,Blessed Bradium Ⅱ
4907,10530,50000,50000,4,20,20,30,11,2,1,HD Bradium,Blessed Bradium Ⅱ
4908,10530,50000,50000,4,20,20,30,12,2,1,HD Bradium,Blessed Bradium Ⅱ
4909,10530,100000,100000,2,25,20,30,13,2,1,UHD Bradium,Blessed Bradium ⅡI
491,38,50000,50000,4,15,20,30,9,4,2,HD Bradium,Blessed Bradium Ⅰ
4910,10530,100000,100000,2,30,15,35,14,2,1,UHD Bradium,Blessed Bradium ⅡI
4911,10530,100000,100000,4,35,15,35,15,2,1,UHD Bradium,Blessed Bradium ⅡI
4912,10531,1000,1000,0,0,0,0,0,0,1,,
4913,10531,1000,1000,2,0,100,0,1,0,1,Bradium,
4914,10531,1000,1000,2,0,50,0,2,0,1,Bradium,
4915,10531,2000,2000,4,0,33,0,3,0,1,Bradium,
4916,10531,2000,2000,4,0,25,0,4,0,1,Bradium,
4917,10531,5000,5000,2,10,25,25,5,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4918,10531,5000,5000,2,10,25,25,6,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4919,10531,10000,10000,4,15,20,25,7,2,1,Enriched Bradium,Blessed Bradium Ⅰ
492,38,50000,50000,4,15,20,30,10,4,2,HD Bradium,Blessed Bradium Ⅰ
4920,10531,10000,10000,4,15,20,25,8,2,1,Enriched Bradium,Blessed Bradium Ⅰ
4921,10531,20000,20000,2,15,20,30,9,2,1,HD Bradium,Blessed Bradium Ⅱ
4922,10531,20000,20000,2,15,20,30,10,2,1,HD Bradium,Blessed Bradium Ⅱ
4923,10531,50000,50000,4,20,20,30,11,2,1,HD Bradium,Blessed Bradium Ⅱ
4924,10531,50000,50000,4,20,20,30,12,2,1,HD Bradium,Blessed Bradium Ⅱ
4925,10531,100000,100000,2,25,20,30,13,2,1,UHD Bradium,Blessed Bradium ⅡI
4926,10531,100000,100000,2,30,15,35,14,2,1,UHD Bradium,Blessed Bradium ⅡI
4927,10531,100000,100000,4,35,15,35,15,2,1,UHD Bradium,Blessed Bradium ⅡI
4928,10601,0,0,0,0,0,0,0,0,1,,
4929,10601,2000,2000,4,0,100,0,1,0,1,Oridecon,
493,38,100000,100000,8,20,20,30,11,4,2,HD Bradium,Blessed Bradium Ⅰ
4930,10601,2000,2000,4,0,50,0,2,0,1,Oridecon,
4931,10601,4000,4000,8,0,33,0,3,0,1,Oridecon,
4932,10601,4000,4000,8,0,25,0,4,0,1,Oridecon,
4933,10601,10000,10000,4,10,25,25,5,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4934,10601,10000,10000,4,10,25,25,6,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4935,10601,20000,20000,8,15,20,25,7,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4936,10601,20000,20000,8,15,20,25,8,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4937,10601,40000,40000,4,15,20,30,9,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4938,10601,40000,40000,4,15,20,30,10,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4939,10601,100000,100000,8,20,20,30,11,4,1,HD Oridecon,Blessed Oridecon Ⅱ
494,38,100000,100000,8,20,20,30,12,4,2,HD Bradium,Blessed Bradium Ⅰ
4940,10601,100000,100000,8,20,20,30,12,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4941,10601,200000,200000,4,25,20,30,13,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4942,10601,200000,200000,4,30,15,35,14,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4943,10601,200000,200000,8,35,15,35,15,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4944,10602,0,0,0,0,0,0,0,0,1,,
4945,10602,2000,2000,4,0,100,0,1,0,1,Oridecon,
4946,10602,2000,2000,4,0,50,0,2,0,1,Oridecon,
4947,10602,4000,4000,8,0,33,0,3,0,1,Oridecon,
4948,10602,4000,4000,8,0,25,0,4,0,1,Oridecon,
4949,10602,10000,10000,4,10,25,25,5,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
495,39,0,0,0,0,0,0,0,0,2,,
4950,10602,10000,10000,4,10,25,25,6,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4951,10602,20000,20000,8,15,20,25,7,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4952,10602,20000,20000,8,15,20,25,8,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4953,10602,40000,40000,4,15,20,30,9,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4954,10602,40000,40000,4,15,20,30,10,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4955,10602,100000,100000,8,20,20,30,11,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4956,10602,100000,100000,8,20,20,30,12,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4957,10602,200000,200000,4,25,20,30,13,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4958,10602,200000,200000,4,30,15,35,14,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4959,10602,200000,200000,8,35,15,35,15,4,1,UHD Oridecon,Blessed Oridecon ⅡI
496,39,2000,2000,4,0,100,0,1,0,2,Bradium,
4960,10603,0,0,0,0,0,0,0,0,1,,
4961,10603,2000,2000,4,0,100,0,1,0,1,Oridecon,
4962,10603,2000,2000,4,0,50,0,2,0,1,Oridecon,
4963,10603,4000,4000,8,0,33,0,3,0,1,Oridecon,
4964,10603,4000,4000,8,0,25,0,4,0,1,Oridecon,
4965,10603,10000,10000,4,10,25,25,5,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4966,10603,10000,10000,4,10,25,25,6,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4967,10603,20000,20000,8,15,20,25,7,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4968,10603,20000,20000,8,15,20,25,8,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4969,10603,40000,40000,4,15,20,30,9,4,1,HD Oridecon,Blessed Oridecon Ⅱ
497,39,2000,2000,4,0,50,0,2,0,2,Bradium,
4970,10603,40000,40000,4,15,20,30,10,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4971,10603,100000,100000,8,20,20,30,11,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4972,10603,100000,100000,8,20,20,30,12,4,1,HD Oridecon,Blessed Oridecon Ⅱ
4973,10603,200000,200000,4,25,20,30,13,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4974,10603,200000,200000,4,30,15,35,14,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4975,10603,200000,200000,8,35,15,35,15,4,1,UHD Oridecon,Blessed Oridecon ⅡI
4976,10604,0,0,0,0,0,0,0,0,1,,
4977,10604,1500,1500,3,0,100,0,1,0,1,Oridecon,
4978,10604,1500,1500,3,0,50,0,2,0,1,Oridecon,
4979,10604,3000,3000,6,0,33,0,3,0,1,Oridecon,
498,39,5000,5000,8,0,33,0,3,0,2,Bradium,
4980,10604,3000,3000,6,0,25,0,4,0,1,Oridecon,
4981,10604,7500,7500,3,10,25,25,5,3,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4982,10604,7500,7500,3,10,25,25,6,3,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4983,10604,15000,15000,6,15,20,25,7,3,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4984,10604,15000,15000,6,15,20,25,8,3,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4985,10604,30000,30000,3,15,20,30,9,3,1,HD Oridecon,Blessed Oridecon Ⅱ
4986,10604,30000,30000,3,15,20,30,10,3,1,HD Oridecon,Blessed Oridecon Ⅱ
4987,10604,75000,75000,6,20,20,30,11,3,1,HD Oridecon,Blessed Oridecon Ⅱ
4988,10604,75000,75000,6,20,20,30,12,3,1,HD Oridecon,Blessed Oridecon Ⅱ
4989,10604,150000,150000,3,25,20,30,13,3,1,UHD Oridecon,Blessed Oridecon ⅡI
499,39,5000,5000,8,0,25,0,4,0,2,Bradium,
4990,10604,150000,150000,3,30,15,35,14,3,1,UHD Oridecon,Blessed Oridecon ⅡI
4991,10604,150000,150000,6,35,15,35,15,3,1,UHD Oridecon,Blessed Oridecon ⅡI
4992,10605,0,0,0,0,0,0,0,0,1,,
4993,10605,2000,2000,4,0,100,0,1,0,1,Oridecon,
4994,10605,2000,2000,4,0,50,0,2,0,1,Oridecon,
4995,10605,4000,4000,8,0,33,0,3,0,1,Oridecon,
4996,10605,4000,4000,8,0,25,0,4,0,1,Oridecon,
4997,10605,10000,10000,4,10,25,25,5,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4998,10605,10000,10000,4,10,25,25,6,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
4999,10605,20000,20000,8,15,20,25,7,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
5,1,4000,4000,8,0,25,0,4,0,1,Oridecon,
50,4,40000,40000,4,15,20,30,10,4,1,HD Oridecon,Blessed Oridecon Ⅰ
500,39,10000,10000,4,10,25,25,5,4,2,Enriched Bradium,Blessed Bradium Ⅰ
5000,10605,20000,20000,8,15,20,25,8,4,1,Enriched Oridecon,Blessed Oridecon Ⅰ
5001,10605,40000,40000,4,15,20,30,9,4,1,HD Oridecon,Blessed Oridecon Ⅱ
5002,10605,40000,40000,4,15,20,30,10,4,1,HD Oridecon,Blessed Oridecon Ⅱ
5003,10605,100000,100000,8,20,20,30,11,4,1,HD Oridecon,Blessed Oridecon Ⅱ
5004,10605,100000,100000,8,20,20,30,12,4,1,HD Oridecon,Blessed Oridecon Ⅱ
5005,10605,200000,200000,4,25,20,30,13,4,1,UHD Oridecon,Blessed Oridecon ⅡI
5006,10605,200000,200000,4,30,15,35,14,4,1,UHD Oridecon,Blessed Oridecon ⅡI
5007,10605,200000,200000,8,35,15,35,15,4,1,UHD Oridecon,Blessed Oridecon ⅡI
5008,10608,0,0,0,0,0,0,0,0,1,,
5009,10608,3000,3000,6,0,100,0,1,0,1,Oridecon,
501,39,10000,10000,4,10,25,25,6,4,2,Enriched Bradium,Blessed Bradium Ⅰ
5010,10608,3000,3000,6,0,50,0,2,0,1,Oridecon,
5011,10608,6000,6000,12,0,33,0,3,0,1,Oridecon,
5012,10608,6000,6000,12,0,25,0,4,0,1,Oridecon,
5013,10608,15000,15000,6,10,25,25,5,6,1,Enriched Oridecon,Blessed Oridecon Ⅰ
5014,10608,15000,15000,6,10,25,25,6,6,1,Enriched Oridecon,Blessed Oridecon Ⅰ
5015,10608,30000,30000,12,15,20,25,7,6,1,Enriched Oridecon,Blessed Oridecon Ⅰ
5016,10608,30000,30000,12,15,20,25,8,6,1,Enriched Oridecon,Blessed Oridecon Ⅰ
5017,10608,60000,60000,6,15,20,30,9,6,1,HD Oridecon,Blessed Oridecon Ⅱ
5018,10608,60000,60000,6,15,20,30,10,6,1,HD Oridecon,Blessed Oridecon Ⅱ
5019,10608,150000,150000,12,20,20,30,11,6,1,HD Oridecon,Blessed Oridecon Ⅱ
502,39,20000,20000,8,15,20,25,7,4,2,Enriched Bradium,Blessed Bradium Ⅰ
5020,10608,150000,150000,12,20,20,30,12,6,1,HD Oridecon,Blessed Oridecon Ⅱ
5021,10608,300000,300000,6,25,20,30,13,6,1,UHD Oridecon,Blessed Oridecon ⅡI
5022,10608,300000,300000,6,30,15,35,14,6,1,UHD Oridecon,Blessed Oridecon ⅡI
5023,10608,300000,300000,12,35,15,35,15,6,1,UHD Oridecon,Blessed Oridecon ⅡI
5024,10609,0,0,0,0,0,0,0,0,1,,
5025,10609,3000,3000,6,0,100,0,1,0,1,Oridecon,
5026,10609,3000,3000,6,0,50,0,2,0,1,Oridecon,
5027,10609,6000,6000,12,0,33,0,3,0,1,Oridecon,
