id,name,description,res_id,is_boss
10210,seal," Monsters with a bad memory, always covering their heads in attempts to recall important things. Failure to remember would render them crazy, and give them serious headaches. Please note, that the Seals in the above condition are extremely aggressive. Please keep away, Adventurers, or you will have to see who has the harder head between you and the Seal. ""Really? The Seals are pounding their heads again? Hurry... take the coconuts for smashing, now!"" Islanders harvesting coconuts are totally exhilarated. Great, seems that someone else is doing the work, again.",10210.0,0
10211,stalactic golem," Considered as the most concrete barrier found in monsters, they rarely take physical damage. On contrary, the extraordinary defense is accompanied by terrible movement and agility, which put them at disadvantage against fast enemies. Once in a while, they shed skins and suffer from decreased defense, so a hidden corner is always chosen for the period.",10211.0,0
10212,gargoyle," Monsters enjoying advantages due to high speed and great balance, as well as perfect dynamic vision, capable of precisely targeting the prey during speedy flight. They use unique bow and arrows as weapons, and the arrow heads are especially different. Forged from unknown materials, the arrow heads emit red radiance when infused with magic, as if surrounded by fire. ""So the Gargoyles keep wandering around the dragon eggs? Hmm... Could it be that dragon eggs are the key to the arrow head mystery?"" The Craftsman always staying with the stove is finally traveling outside the Hermit's Village, determined to compete with the Gargoyles in terms of forging skills.",10212.0,0
10213,lude," Monsters enjoying advantages due to high speed and great balance, as well as perfect dynamic vision, capable of precisely targeting the prey during speedy flight. They use unique bow and arrows as weapons, and the arrow heads are especially different. Forged from unknown materials, the arrow heads emit red radiance when infused with magic, as if surrounded by fire. ""So the Gargoyles keep wandering around the dragon eggs? Hmm... Could it be that dragon eggs are the key to the arrow head mystery?"" The Craftsman always staying with the stove is finally traveling outside the Hermit's Village, determined to compete with the Gargoyles in terms of forging skills.",10213.0,0
10214,medusa,美丽之物总是带毒，而用这句话来形容米杜莎真是再合适不过了。这种外表艳丽的魔物善于利用自己的美貌蛊惑猎物，几乎没有人能在米杜莎的微笑中保持清醒，可一旦沉溺其中，温香软玉就会瞬间变成锐利的毒牙，刺穿血脉跃动的脖颈。逃跑？不，你逃不掉的，因为她的双眼会映射你的恐惧，让你化作永垂不朽的石雕。,10214.0,0
10215,bloody murderer,在没有法度的尼芙菲姆，冥界女王支持一切释放自我的行为，而嗜血怪人正是以鲜血滋养而成的族群。在面具的遮掩下，趁夜色袭击落单的旅者，是他们最为喜爱的游戏。“……是、是谁？！出来！别再跟着我了！”幽幽夜色中，并没有人回应他嘶声力竭的质问。但与此同时，隐藏在阴影中的刀锋，却已悄然挨上了他的脖子……,10215.0,0
10216,quve,,10216.0,0
10217,beetle king,居住于卡拉拉森林中的昆虫魔物，生性温和，不喜争斗。以砂石泥土中蕴含的魔力为食，也会以自身的排泄物滋养土地，是卡拉拉森林生态链中不可缺少的一环。,10217.0,0
10218,heirozoist,,10218.0,0
10219,flame skull,位于阿鲁纳贝兹教国海域内的无名岛，是一处秘密的行刑之地。这里不仅是流放者的聚集所，也是死刑者的埋骨地。而那些被刽子手砍下的头颅化作了充满怨念的魔物，以活人的灵魂为燃料，延续自己无法熄灭的仇恨之火。“这些颅骨周身环绕的火焰，可以在一定程度上延长濒死者的性命。我们为其取名为永续魂火，并正式列入魔药学的研究对象之一……”戴着眼镜的研究员按下了开关，大量液体瞬间涌入透明的玻璃缸中，将哀嚎的火焰颅骨淹没……,10219.0,0
10220,wootan shooter,与伍坦战士同出一族，但关系并不和睦。它们是被族群淘汰的“弱者”，因在成年之际未能通过族群的考验而被驱逐。相同的遭遇让这些伍坦弹弓手聚在了一起，没有力量和体格，就借助智慧与灵巧。正是这般韧劲，为它们赢得了卡拉拉森林中的一席之地。“……真有趣。魔物的社会也有压迫和反抗？或许有一天……它们会从伍坦战士手中，接过森林统治者的座位呢。”远远观察着伍坦弹弓手制作武器的学者一声轻笑，发出了饶有深意的感慨。,10220.0,0
10221,hellhound,地狱犬是冥界女王海拉最忠诚的奴仆。然而这份忠诚并非发自内心，而是来自一纸无法废弃的灵魂契约。所有与海拉签下契约的生灵，都会在死亡时永远失去自己的灵魂，化作亡者国度的守门人。,10221.0,0
10223,ragged zombie,从地底世界归来的亡者，即使身体已经腐烂，也不愿意安眠于泥土之中。但也有隐秘的崇拜者认为这是死而复生的神迹，能将逝去之人的灵魂从冥府召回。,10223.0,0
10224,wootan fighter,卡拉拉森林的实际统治者，管理并领导着森林中的其他族群。崇尚力量，即使在族群内部，也不接受体格孱弱或天生残疾的同胞。每一个成年之际的伍坦战士都必须接受严格的考验，若是无法通过，就会被驱逐出族群。,10224.0,0
10225,choco,活泼又吵闹的魔物，拥有不输给人类的智慧，在汶巴拉的雨林成为旅游胜地之前，就和当地的土著雨檀族相处愉快，如今更是在贵族间掀起了一股饲养巧克猴的风潮。据不可靠小道消息，已有巧克猴的狂热爱好者正在筹备第一届宠物竞赛，从毛色、体型、运动能力等多方面评选最符合大众审美的宠物品种，为想要饲养巧克猴的人们提供最系统的选购指南。,10225.0,0
10226,gibbet,相当诡异而邪恶的魔物，在吸收大量的灵魂后，就会结出如婴孩外形的果实。果实会在鬼娃树的枝头生长一段时间，期间需要不断吞噬灵魂来补充能量。直到果实成熟，便会自动脱落，掉入泥土中，成为种子孕育新的鬼娃树。,10226.0,0
10227,zombie slaughter,在外形上与变异僵尸十分相似，但对于两者是否从属于同一类的魔物，至今学界仍有分歧。究其原因，大概是因为僵尸屠戮者总是毫不避讳对同类的攻击行为。而比起动作迟缓的变异僵尸，它们的行动力与智慧都更上一层楼，甚至能够使用简单的冷兵器。如果对自己的实力没有足够自信，就请不要去招惹它们。,10227.0,0
10228,dullahan,有很多人好奇为何亡者国度遍地都是南瓜，但如果你曾遭遇过无颅武士的袭击，那就不会再有这样的疑惑了。这群凶恶的魔物总是在寻找自己丢失的头颅，热衷于将容貌相似者的首级砍下并收为己用。一旦被盯上，就只有将南瓜套在它们的脖子上，让它们误以为已经找到了自己的脑袋，才能借此躲过一劫。于是，尼芙菲姆的家家户户就都种起了南瓜……“没有脑子（打一种魔物）。”——选自《尼芙菲姆谜语精选集》，查询谜底请至附录。,10228.0,0
10229,parasite,在雨檀族的传说中，灵魂树是由世界树的嫩芽栽种而成，而作为灵魂树的子嗣，苗娃也被视为是继承了世界树力量的精灵。它们拥有操纵草木的力量，能够结出带有特殊力量的果实，是噜噜卡森林中众多生灵的领导者。,10229.0,0
10230,loli ruri,从可爱的外形来看，是与亡者国度完全不相符的魔物，不过银月魔女却是主动以某些代价和冥界女王换取了尼芙菲姆的居住权。这样的举动引起了诸多艺术家的旖旎遐想，大量作品也由此应运而生。“惧怕永夜与迷雾的少女，却为了心中挚爱而甘愿坠入地底世界 。啊，这是多么浪漫的人设……”正在取材的新锐作家一边阅读着银月魔女的传说，一边发出了由衷的感叹。,10230.0,0
10231,banshee,传说中能够预言死亡的魔物，会穿着由尸布制成的衣物，在黑夜中散播死亡降临的讯号，因而被人们视为噩兆的象征。但实际上，女妖几乎不会主动袭击人类，只是受死亡气息的吸引而恸声哭泣罢了。,10231.0,0
10232,dragon tail,刺猬蜻蜓是一种十分温顺的魔物，但绝不能因此就小瞧它们的破坏力。成年的刺猬蜻蜓会在破蛹后获得强壮的尾刺，这是它们最具有攻击性的武器。而那双在阳光下熠熠生辉的翅膀，则是偷猎者的最爱。一副完整的“流光翼翅”仅够织出两个指节大小的薄纱，却能在黑市上卖出与黄金相同的高价。,10232.0,0
10233,dryad,拥有与人类高度相似的外表，实际上却是由树木化身的魔物。在习性上仍与植物十分相似，会寻找阳光充沛之处将自己的根须埋入土壤中，以此来补充能量。,10233.0,0
10234,stone shooter,石炮火树在制作方式上与机木人十分相似，它们的身体由精密的机械构成，外表却被伪装成了植物系的魔物。但与寿命漫长的机木人不同，石炮火树所储存的能量十分有限，每一次攻击都会有所损耗。当身体中的能量用尽，它们的生命也就迎来了终结。“燃烧生命……绽放花火！”游历至此的某位吟游诗人在见证石炮火树的死亡后，突然诗兴大发。,10234.0,0
10235,driller,比起普通的伞蜥，拥有更加坚韧的外皮及爪牙，以确保它们能够挖掘泥土深层的虫卵为食。不喜阳光，总是在潮湿阴暗的地方活动，在遭遇危险时会将颈部的伞状领圈皮膜打开，用来威慑对手。有夏眠的习惯，一旦天气变热，就会寻找阴凉隐蔽的树洞，做个漫长的好梦。,10235.0,0
10236,wooden golem,虽然被划分为魔物，但机木人实际上却更像是一座精密的仪器。它们会日复一日完成固定的行程，无人知晓究竟是谁为它们设定了这样的程序。曾有人解剖过死亡的机木人，并在它们的身体中发现了一颗奇特的齿轮核心。齿轮拥有等分的二十四个轮齿，旋转一圈便是完整一日，而每天的零点，核心又会回归原位，再次开始新一轮的循环……“它们永远不会死亡，却也永远只拥有一天的生命。”游历至此的某位吟游诗人在见证机木人的完整一天后，突然诗兴大发。,10236.0,0
19915,phreeoni," The original meaning of ""Phreeoni"" is ""devouring the sky,"" a very figurative description of its most obvious characteristic. Its tongue and huge mouth full of sharp teeth makes it look as though it wants to swallow everything in the world. The four eyes on top of its head allow it to observe enemies easily. However, as it eats everything and never brushes its teeth, the smell which permeates the air around it is usually painfully foul. Monster Researcher Bertha had once remarked during a sneaky attempt at taking photos of the Phreeoni, ""Regardless of how great its research value is, before I get my hands on a hazmat suit to cut off the smell, I'm staying away from it. Oh, I can't take it anymore! I have to get back and shower and spray more Sunflower perfume.""",30008.0,1
19916,pharaoh," Ancient rulers of the deserts. When they were young, they lost their way in the labyrinth of the Sphinx and lost their names and identities, along with their sense of time... Apparently, the leader of the Eden Group, Bowya, once tried to find out their real identities and make records for this period of ancient Egyptian kingdom history. However, as there were too many and all could not be verified in turn, Bowya had to give up.",30017.0,1
21030,abyssal mistress," The leader and mother of all Hornets. One Mistress is enough for a colony to develop. The Mistress represents both power and beauty in the Hornet tribe. Its stinger has evolved to become a stinging ring, so the Mistress poses a huge threat that can attack from all directions. Once you provoke the Mistress, be prepared for attacks from the whole colony. Adventurers, don't let your guard down! Tanders has already provided a disastrous demonstration.",30007.0,1
21031,abyssal phreeoni," The original meaning of ""Phreeoni"" is ""devouring the sky,"" a very figurative description of its most obvious characteristic. Its tongue and huge mouth full of sharp teeth makes it look as though it wants to swallow everything in the world. The four eyes on top of its head allow it to observe enemies easily. However, as it eats everything and never brushes its teeth, the smell which permeates the air around it is usually painfully foul. Monster Researcher Bertha had once remarked during a sneaky attempt at taking photos of the Phreeoni, ""Regardless of how great its research value is, before I get my hands on a hazmat suit to cut off the smell, I'm staying away from it. Oh, I can't take it anymore! I have to get back and shower and spray more Sunflower perfume.""",30008.0,1
21032,abyssal kraken," The overlord of the seas crowned with the name of ""Kraken."" Rumor has it that not one of those who saw its third eye has managed to escape the maelstrom. Legend has it that Drake suffered great losses after being attacked by it. However, it is said that Drake once tried to talk it into joining forces to conquer the seas.",30023.0,1
21033,abyssal eddga," Eddga warriors who see gentility and fighting as their faith are currently in Midgard gaining experience through challenges and seem to be staying at Payon for now. The Pipe in its hand is not just for smoking and posing. If you have the misfortune of becoming its opponent, do be careful. Apparently, those who were smashed by the Pipe either died then and there or were left with serious trauma. Adventurers are advised not to challenge it carelessly, or it will use the thorny wristband on its arm to teach you how to behave.",30010.0,1
21034,abyssal maya," The ruler of the Ant Cavern. After thousands of years, due to some mysterious reason, it gained certain features of a human appearance. Its mysterious and bewitching looks are obviously not the results of natural evolution. There are also many rumors about it once being a possessed Mage who could no longer recover her original form after regaining control over her body and ended up becoming a real Maya.",30009.0,1
21035,abyssal orc hero," The strongest Orc Warrior. His hair is an extraordinarily vibrant red like Rockers and the equipment on his entire body all show off his past glory and honor. However, he is considerate at heart, which is the opposite of his appearance, staying his hand when faced with weak opponents. He welcomes the strong to challenge him and never stoops to despicable means. A fair fight is what brings Orcs honor.",30012.0,1
21036,abyssal orc lord," The chief of the Orc tribe. Though old, he still possesses great strength. The heads hanging from his waist foretell the future of those who dare challenge the chief...",30015.0,1
21037,abyssal pharaoh," Ancient rulers of the deserts. When they were young, they lost their way in the labyrinth of the Sphinx and lost their names and identities, along with their sense of time... Apparently, the leader of the Eden Group, Bowya, once tried to find out their real identities and make records for this period of ancient Egyptian kingdom history. However, as there were too many and all could not be verified in turn, Bowya had to give up.",30017.0,1
30001,angeling," A manifestation of Odin with its original meaning being ""Angel's Ring"". Its Angel Hairband is also a fashion symbol popular in the Rune Kingdom. It is very cute, has a lively nature and, being as playful as children, its favorite is to dart amongst clouds playing hide and seek with everyone.",30001.0,1
30003,deviling," A manifestation of Baphomet with its original meaning being ""Demon's Ring"". The Evil Wings on its body is also an accessory popular with the fans in the Poring Supporters' Group. Legend has it that it was sealed up in the Labyrinth Forest by Witch Evelyn. However, the recent energy fluctuations seem to hint at its stirring desire to revive.",30003.0,1
30007,mistress," The leader and mother of all Hornets. One Mistress is enough for a colony to develop. The Mistress represents both power and beauty in the Hornet tribe. Its stinger has evolved to become a stinging ring, so the Mistress poses a huge threat that can attack from all directions. Once you provoke the Mistress, be prepared for attacks from the whole colony. Adventurers, don't let your guard down! Tanders has already provided a disastrous demonstration.",30007.0,1
30008,phreeoni," The original meaning of ""Phreeoni"" is ""devouring the sky,"" a very figurative description of its most obvious characteristic. Its tongue and huge mouth full of sharp teeth makes it look as though it wants to swallow everything in the world. The four eyes on top of its head allow it to observe enemies easily. However, as it eats everything and never brushes its teeth, the smell which permeates the air around it is usually painfully foul. Monster Researcher Bertha had once remarked during a sneaky attempt at taking photos of the Phreeoni, ""Regardless of how great its research value is, before I get my hands on a hazmat suit to cut off the smell, I'm staying away from it. Oh, I can't take it anymore! I have to get back and shower and spray more Sunflower perfume.""",30008.0,1
30009,maya," The ruler of the Ant Cavern. After thousands of years, due to some mysterious reason, it gained certain features of a human appearance. Its mysterious and bewitching looks are obviously not the results of natural evolution. There are also many rumors about it once being a possessed Mage who could no longer recover her original form after regaining control over her body and ended up becoming a real Maya.",30009.0,1
30010,eddga," Eddga warriors who see gentility and fighting as their faith are currently in Midgard gaining experience through challenges and seem to be staying at Payon for now. The Pipe in its hand is not just for smoking and posing. If you have the misfortune of becoming its opponent, do be careful. Apparently, those who were smashed by the Pipe either died then and there or were left with serious trauma. Adventurers are advised not to challenge it carelessly, or it will use the thorny wristband on its arm to teach you how to behave.",30010.0,1
30012,orc hero," The strongest Orc Warrior. His hair is an extraordinarily vibrant red like Rockers and the equipment on his entire body all show off his past glory and honor. However, he is considerate at heart, which is the opposite of his appearance, staying his hand when faced with weak opponents. He welcomes the strong to challenge him and never stoops to despicable means. A fair fight is what brings Orcs honor.",30012.0,1
30014,doppelganger," Once the restless Undead Doppelgangers have you in their grasp, you must be careful not to let them discover your weakness, lest the cold, dark grip of their Undead Aura consume you...",30014.0,1
30015,orc lord," The chief of the Orc tribe. Though old, he still possesses great strength. The heads hanging from his waist foretell the future of those who dare challenge the chief...",30015.0,1
30017,pharaoh," Ancient rulers of the deserts. When they were young, they lost their way in the labyrinth of the Sphinx and lost their names and identities, along with their sense of time... Apparently, the leader of the Eden Group, Bowya, once tried to find out their real identities and make records for this period of ancient Egyptian kingdom history. However, as there were too many and all could not be verified in turn, Bowya had to give up.",30017.0,1
30019,morroc," The great power of the Demon King, who has razed cities to the ground, needs no introduction. Although Morroc is sealed away once more with the combined strength of many adventurers, it continues to keep a watchful gaze over Midgard through the dimensional gap. The scars of battle from sealing Morroc away are ones that will not fade with time, and so the people keep vigilant day and night to prevent the Demon King from rising again.",30019.0,1
30020,amon ra," Doomed to an eternity of tragic hubris, greed and blind ambition drive him to wave his scepter with conceit, even after death. Watch out for his deathly shadow, or abandon all hope of survival.",30020.0,1
30021,dark priest," A fallen genius lurks beneath Geffen... From time to time, one can even hear the rumbling of his deep, low breath, accompanied by the frenzied turning of pages...",30021.0,1
30022,fallen bishop,原阿鲁纳贝兹教国的十二大神官之一，德高望重，拥有相当多的追随者。年轻时曾游历诸国，在见识到众多遭受苦难之人的境况后，认为诸神已经放弃了这片土地，因而想要建立新的信仰。为了实现夙愿，不惜与海拉签下出卖灵魂的契约。但他所追寻的异界古神，真的能重铸这个世界的秩序吗……？,30022.0,1
30023,kraken," The overlord of the seas crowned with the name of ""Kraken."" Rumor has it that not one of those who saw its third eye has managed to escape the maelstrom. Legend has it that Drake suffered great losses after being attacked by it. However, it is said that Drake once tried to talk it into joining forces to conquer the seas.",30023.0,1
30024,tao gunka," Demons with a peculiar nature, deriving joy from tempting and tricking humans, enjoying seeing humans falling for desires, and considering it as the utmost joy in life. To do this, they are willing to spend a long time lurking around humans, seducing them into corruption, and realizing their wishes. However, even Tao Gunka could fail, and that is when Tao Gunka suffers from the rebound curse itself. ""Ugh... Darn humans! Next time... Next time, I'll show you my power!"" The Demon trapped in a summoning magic circle screams furiously, even looking somehow devastated.",30024.0,1
30025,lost dragon," The rulers of Comodo thousands of years ago. Though on the decline after losing the power of Dragon Flame, they are no easy enemies. The dragons remaining in the dragons' cave today are somehow different from their ancestors thousands of years ago, with changes in figures, scale colors and wing shapes, probably from adaptation to the environment in the cave. Born with high-level wisdom, they are capable of communicating with humans, which is rare for monsters.",30025.0,1
30026,lord of the dead,品行高洁的骑士，即使坠入亡者国度，也从未背弃自己的誓言。然而，对于以观赏人类之恶为乐的海拉来说，这样的存在显然十分碍眼。于是，她极尽所能，用各种方式折辱这位骑士。但最终，所有的磨难，都将成为彰显良善之心的明镜……“……其剑名为‘仰光’，其盾名为‘至善’，以剑赦众生之罪，以盾御众生之苦……”——古城墓园中，某座无名之碑的墓志铭。,30026.0,1
30031,overseer of time," A guardian of order in time and space. It's essentially a collection of energy generated by unstable activity in the dimensional gap, so it has no true form. It can present itself in various forms, with the most common being a spheroid with countless eyes. Its pupils are gears and it's said each eye represents a parallel world. Monsters like this will not attack humans, but it will punish those who try to disrupt order in time and space.""No one should ever interfere with the laws of time and space or you'll become fodder for the Overseer of Time!"" a silver-haired time traveler warns angrily.",30031.0,1
30090,orc disaster,,30090.0,1
30091,storm dragon,,30091.0,1
30099,nian," Doomed to an eternity of tragic hubris, greed and blind ambition drive him to wave his scepter with conceit, even after death. Watch out for his deathly shadow, or abandon all hope of survival.",30099.0,1
31001,toad," Appears to be merely a huge Roda Frog with a crown. However, at its command, all Roda Frogs will forsake their lives to execute its command. Its glory as king is beyond doubt. Wearing a crown means carrying its weight. It holds its head up proudly, never letting the crown fall.",31001.0,1
31002,mastering," A manifestation of the god of light, Baldr, with its original meaning being ""Leader's Ring"". With a crown on its head and a staff in its hand, it is obvious to everyone that it is the leader of the Porings. The Mastering bears the heavy responsibility of protecting the Poring race. It shows no mercy to people who harm Porings maliciously, so be prepared for the wrath of the Mastering!",31002.0,1
31004,dragon fly," The Dragon Flies which dwell in the Sograt Desert have pearlescent compound eyes more attractive than common Chonchons and particularly eye-catching in the barren desert. However, according to Monster Researcher Bertha's years of observation, Dragon Flies go crazy during certain special weather conditions. Its attack power then is no less than the Kraken in the sea. Adventurers should watch out for sudden sandstorms in the desert, for those may have been caused by crazed Dragon Flies.",31004.0,1
31005,vagabond wolf," A wolf chief that lost in its bid to become the Wolf King. It wanders the desert while harboring hatred towards its own kind, attacking any living creature it sees out of an insatiable craving for their flesh.",31005.0,1
31006,eclipse," Has an exceptional sense of smell which can locate others of their kind, even just the smell of their furs. Seems to favor Durian Grass. In appearance, it only differs from the Lunatic in terms of fur color. However, the Eclipse is not as gentle as the Lunatic. Despite their fur being excellent clothing material, adventurers are advised not to provoke Eclipses for their fur. The following is an extract from the important news section of the Kingdom Times: Novices should take care in distinguishing the color of the Lunatic's fur. Should an Eclipse be discovered, please hide immediately and inform the Kingdom Defense Force!",31006.0,1
31008,ghostring," A manifestation of the god of darkness Hodur's accessory with its original meaning being ""Ghost's Ring"". The Ghostring aglow with an eerie blue light hides under an empty ghost shell. Nobody has seen its real body. Rumor has it that it is a shy blue Poring and because it is not good at communicating with other Porings, hides itself under a bed sheet and appears to all as a ghost.",31008.0,1
31009,king dramoh," A gigantic monster hidden in the depths of the sea. Apparently, it escaped from a chef's pot when it was young and mutated to have sharp pincers and an impenetrable armor. However, close observation will reveal that its body is covered with irregular stripes caused by being steamed at high temperatures. Who could have thought that such exceptionally strong monsters had almost become dinner for the nobles?",31009.0,1
31010,chimera," ""...The arrogant and tyrannical King Schmidt attempted to defile the Goddess in a show of power. This sparked an uproar in the city, spurring resentment and indignation. To intimidate his citizens, King Schmidt captured the legendary Chimera, a monster with the head of a lion and body of a goat. Those who dare speak up against him are fed to the beast alive. It wasn't long before no one dared speak of the matter in the open again.""However, the Chimera is a bloodthirsty and vicious beast. It couldn't be tamed, no matter how long it was kept. All it took was one momentary slip-up by the servant charged with watching the beast for the Chimera to escape. Freed of its prison, the Chimera ran rampant across Glast Heim, hurting people and damaging property alike. Unable to bear it any longer, the Goddess readied a seal and bestowed upon man a graphite spear which King Schmidt's Chivalry Commander Heinrich used to pierce the beast's throat, slaying it. However, the people are no longer allowed to touch the water in the city as it will break the seal and bring the beast back to life.""—The Mysterious Collapse of Glast Heim, Eden Group Third Edition.",31010.0,1
31011,mysteltainn," The ominous sword of legend that is said to have led the gods to their doom. It was transformed from a mistletoe growing at the edge of the realm of gods. When the god of light Baldr dreamt that his life was about to be extinguished, Queen Frigga asked all living creatures to swear an oath to her that they would never harm Baldr. All of them, that is, except the mistletoe that was overlooked because it was too small and weak. In the end, it was that very mistletoe that transformed into Mysteltainn and killed Baldr, bringing forth Ragnarok.",31011.0,1
31012,ogretooth,相传是战神提尔的佩剑，剑身闪耀如火，永不生锈。若出鞘则必然见血，是一把能为持有者带来无上荣光，也能令其陷入毁灭的魔剑。每次挥舞，都会为持剑者施以考验，如若无法坚持自我，就会化为滋养魔剑的食粮。,31012.0,1
31014,necromancer,受到恶魔诱惑而堕落的叛教者，不再忠实于自己原本的信仰，也失去了身为人类的理性。将深渊中传来的声音奉为神谕，所做的一切都是为了让“神祇”降临于世，为此不惜付出任何代价。,31014.0,1
31015,coelacanth,腔棘鱼是一种极为古老的魔物，据说它孕育于剧毒冰川赫瓦格密尔，在诸神都尚未诞生的时代就已经存在。它们以冥河中游荡的亡灵为食，口中的锐利颚齿可以穿透虚无的灵体，让已死的灵魂再一次感受到疼痛。这也正是尼芙菲姆最骇人听闻的刑罚之一，海拉会将那些犯了罪的亡灵投入赫瓦格密尔中，在忍受剧毒侵蚀的同时，又要承受被腔棘鱼生生撕裂血肉的痛楚……,31015.0,1
31016,naght sieger,冥界女王海拉最为器重的心腹之一，手握生杀大权的冥界掌刑者。虽身为亡灵，却完全舍弃了生前的容貌，也绝不容许他人询问自己来到亡者国度前的任何经历。但据说，曾有仆人在整理他的房间时，无意间看到过一枚染血的见习骑士徽章……“……嗯？纳户特基格？我就是欣赏他睚眦必报的性子……人类啊，只有在自相残杀的时候，才最美丽呢，呵呵呵……”最近，只要提起这位新上任的冥界掌刑者，海拉便会露出如此愉悦的神情。,31016.0,1
