id,name,description,group_id,is_damage_skill,max_level,type,cooldown,job,res_id,cost,is_mount_combat,is_show_skill_tree,fixed_cooldown,combo,range,require_mount_combat,pet_skill_type,is_pet_skill_can_use_when_master_die,pet_skill_element,suit_skills_or_not
5000009,Ultimate: Venom Mist,Casts Venom Mist in a 4-meter radius. Enemies who are enveloped by the mist suffer Poison attribute Physical Damage equal to <color=#FFA500>%s%%</color> of Physical Attack. The venom mist casts will disappear after <color=#FFA500>3</color>s. <color=#FFA500>12</color>-second cooldown.,0,1,12,1,,99,5510009,,0,1,12000.0,-9999,-9999,0,2,0,0,0
5000010,Ultimate: Venom Diffusion,Inflicts Poison attribute Physical Damage equal to <color=#FFA500>%s%%</color> Physical Attack on enemies within a 3-meter radius. <color=#FFA500>18</color>-second countdown.,0,1,12,1,,99,5510010,,0,1,18000.0,-9999,-9999,0,2,0,0,0
5000011,Arcane: Venom Knife,"Attacks an enemy with Venom Knife, dealing 2 stages of Poison attribute Physical Damage equal to <color=#FFA500>%s%%</color> Physical Attack. If the target of the attack is already inflicted with Poison, they take an additional 50% damage. <color=#FFA500>9</color>-second cooldown.",0,1,12,1,,99,5510007,,0,1,9000.0,-9999,-9999,0,3,0,0,0
5000012,Arcane: Venom Dart,"Casts Venom Dart, dealing Poison attribute Physical Damage equal to <color=#FFA500>%s%%</color> Physical Attack to a single enemy, inflicting the target with Poison for <color=#FFA500>4</color>s, and dealing an additional True Damage equal to <color=#FFA500>%s%%</color> max HP (does not apply to Boss monsters.) <color=#FFA500>15</color>-second cooldown.",0,1,12,1,,99,5510008,,0,1,15000.0,-9999,-9999,0,3,0,0,0
5000013,Arcane: Venom Mist,"Casts Venom Mist in a 4-meter radius. Enemies who are enveloped by the mist suffer Poison attribute Physical Damage equal to <color=#FFA500>%s%%</color> of Physical Attack. At the same time, one stack of Poison will be inflicted per second, lasting <color=#FFA500>5</color>s. After <color=#FFA500>5</color>s, the Venom Mist cast will disappear. <color=#FFA500>15</color>-second cooldown.",0,1,12,1,,99,5510009,,0,1,15000.0,-9999,-9999,0,3,0,0,0
5000014,Arcane: Venom Diffusion,"Inflicts Poison attribute Physical Damage equal to <color=#FFA500>%s%%</color> Physical Attack on enemies within a 3-meter radius and casts one stack of Poison on the target, which lasts for <color=#FFA500>5</color>s. <color=#FFA500>18</color>-second countdown.",0,1,12,1,,99,5510010,,0,1,18000.0,-9999,-9999,0,3,0,0,0
5000015,Divine: Ghost Enhancement,Increases their master’s Ghost attribute enhancement by <color=#FFA500>%s%%</color> for <color=#FFA500>6</color>s. <color=#FFA500>15</color>-second cooldown. Cannot be stacked.,0,0,12,1,,99,5510015,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000016,Divine: Ghost Resistance,"Reduces damage dealt to their master by Ghost attribute monsters by <color=#FFA500>%s%%</color> for <color=#FFA500>6</color>s, with a <color=#FFA500>15</color>-second cooldown. Cannot be stacked.",0,0,12,1,,99,5510016,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000017,Divine: Ghost Attribute Attack,Changes their master’s weapon’s attributes to Ghost attribute for <color=#FFA500>6</color>s and grants an additional <color=#FFA500>%s%%</color>%% Ghost attribute enhancement. <color=#FFA500>15</color>-second cooldown. Cannot be stacked.,0,0,12,1,,99,5510017,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000018,Divine: Ghost Attribute Armor,Changes their master’s armor’s attribute to Ghost attribute for <color=#FFA500>6</color>s and grants a <color=#FFA500>%s%%</color>%% reduction in damage taken from Ghost attribute monsters. <color=#FFA500>15</color>-second cooldown. Cannot be stacked.,0,0,12,1,,99,5510018,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000019,Divine: White Barrier,"Grants their master a thin, transparent layer of napalm, which provides Damage Reduction equal to <color=#FFA500>%s%%</color> Final Damage Reduction for <color=#FFA500>6</color>s when taking any non-Ghost attribute damage. <color=#FFA500>15</color>-second cooldown. Cannot be stacked.",0,0,12,1,,99,5510019,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000020,Divine: Intense Telekinesis,Channels Ghost attribute magical power to achieve your optimal state and grants a <color=#FFA500>%s%%</color> chance of an immediate cooldown refresh after casting your pet’s skill.,0,0,12,3,,99,1311134,,0,1,,-9999,-9999,0,1,0,0,0
5000021,Ultimate: White Prison,"Inflicts an enemy with a thin, transparent layer of napalm, dealing Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color> Magic Attack for <color=#FFA500>6</color>s.",0,1,12,1,,99,5510021,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000022,Ultimate: Napalm Vulcan,"Attacks an enemy at random with napalm 5 times, dealing Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color>Magic Attack per attack. <color=#FFA500>12</color>-second cooldown.",0,1,12,1,,99,5510022,,0,1,12000.0,-9999,-9999,0,2,0,0,0
5000023,Ultimate: Soul Strike,"Summons a Soul Strike attack, dealing 5 stages of Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color> Magic Attack in total to a single enemy. <color=#FFA500>12</color>-second cooldown.",0,1,12,1,,99,5510023,,0,1,12000.0,-9999,-9999,0,2,0,0,0
5000024,Ultimate: Napalm Beat,"Unleashes a napalm attack, dealing Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color> Magic Attack to enemies within a 1.5m radius. <color=#FFA500>18</color>-second cooldown.",0,1,12,1,,99,5510024,,0,1,18000.0,-9999,-9999,0,2,0,0,0
5000025,Arcane: White Prison,"Inflicts a thin layer of napalm on a single enemy, dealing Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color> Magic Attack, with a <color=#FFA500>%s%%</color> chance of immobilization for <color=#FFA500>1</color>s (does not apply to Boss monsters). While immobilized, increases Ghost attribute damage dealt by the pet or its master by 50%%. <color=#FFA500>9</color>-second cooldown.",0,1,12,1,,99,5510021,,0,1,9000.0,-9999,-9999,0,3,0,0,0
5000026,Arcane: Napalm Vulcan,"Attacks an enemy at random with napalm 5 times, dealing Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color>Magic Attack per attack, with a <color=#FFA500>%s%%</color> chance of inflicting a Crit and cursing the target for <color=#FFA500>3</color>s. <color=#FFA500>15</color>-second cooldown.",0,1,12,1,,99,5510022,,0,1,15000.0,-9999,-9999,0,3,0,0,0
5000027,Arcane: Soul Strike,"Summons a Soul Strike, dealing 5 stages of Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color> Magic Attack in total to a single enemy, with a <color=#FFA500>%s%%</color> chance of dealing True Damage equal to 6%% max HP (does not apply to Boss monsters). <color=#FFA500>15</color>-second cooldown.",0,1,12,1,,99,5510023,,0,1,15000.0,-9999,-9999,0,3,0,0,0
5000028,Arcane: Napalm Beat,"Unleashes a napalm attack, dealing Ghost attribute Magic Damage equal to <color=#FFA500>%s%%</color> Magic Attack to enemies within a 1.5m radius, and reducing the target’s HP Regen by <color=#FFA500>%s%%</color> (including HP Regen, HP Regen/5s, HP potion effects, and healing received) for <color=#FFA500>6</color>s. <color=#FFA500>24</color>-second cooldown.",0,1,12,1,,99,5510024,,0,1,24000.0,-9999,-9999,0,3,0,0,0
5000102,Divine: Fire Enhancement,Increases their master's Fire Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500102,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000103,Divine: Wind Enhancement,Increases their master's Wind Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500103,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000104,Divine: Water Enhancement,Increases their master's Water Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500104,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000106,Divine: Fire Resistance,Decreases damage received by their master from Fire attribute monsters by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500106,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000107,Divine: Wind Resistance,Decreases damage received by their master from Wind attribute monsters by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500107,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000108,Divine: Water Resistance,Decreases damage received by their master from Water attribute monsters by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500108,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000110,Divine: Fire Attribute Attack,Changes their master's weapon's attribute into Fire and increases their master's Fire Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500110,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000111,Divine: Wind Attribute Attack,Changes their master's weapon's attribute into Wind and increases their master's Wind Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500111,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000112,Divine: Water Attribute Attack,Changes their master's weapon's attribute into Water and increases their master's Water Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500112,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000114,Divine: Fire Attribute Armor,Changes their master's armor's attribute into Fire and decreases damage received by their master from Fire attribute monsters by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500114,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000115,Divine: Wind Attribute Armor,Changes their master's armor's attribute into Wind and decreases damage received by their master from Wind attribute monsters by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500115,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000116,Divine: Water Attribute Armor,Changes their master's armor's attribute into Water and decreases damage received by their master from Water attribute monsters by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500116,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000118,Divine: Vital Burn,"Applies the HP Burn state to an enemy, decreasing their HP by <color=#44afee>%s%%</color> of Max HP every <color=#44afee>3</color> seconds for <color=#44afee>15</color> seconds. Cooldown is <color=#44afee>60</color> seconds. This effect cannot stack. Not effective against Bosses, MVPs, and Minis.",0,0,12,1,,99,5500118,,0,1,60000.0,-9999,-9999,0,1,0,0,0
5000119,Divine: Frost Shield,Grants their master a Frost Shield that has a <color=#44afee>%s%%</color> chance to freeze the target for <color=#44afee>1</color> second upon taking damage. The shield lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>30</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500126,,0,1,30000.0,-9999,-9999,0,1,0,0,0
5000120,Divine: Weapon Break,"Applies the Weapon Breakage state to an enemy, decreasing their Final Damage Bonus by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack. Not effective against Bosses, MVPs, and Minis.",0,0,12,1,,99,5500120,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000122,Divine: Magic Burn,"Applies the SP Burn state to an enemy, decreasing their SP by <color=#44afee>%s%%</color> of Max SP every <color=#44afee>3</color> seconds for <color=#44afee>15</color> seconds. Cooldown is <color=#44afee>60</color> seconds. This effect cannot stack. Not effective against Bosses, MVPs, and Minis.",0,0,12,1,,99,5500125,,0,1,60000.0,-9999,-9999,0,1,0,0,0
5000123,Divine: Ice Shield,Grants their master an Ice Shield that can block damage equal to <color=#44afee>%s%%</color> of Max HP for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>30</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500123,,0,1,30000.0,-9999,-9999,0,1,0,0,0
5000124,Divine: Armor Break,"Applies the Armor Breakage state to an enemy, decreasing their Final Damage Reduction by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack. Not effective against Bosses, MVPs, and Minis.",0,0,12,1,,99,5500120,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000126,Mystic Skill: Fire Bolt,"Summons a fire bolt from the sky, dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own to an enemy. Cooldown is <color=#44afee>6</color> seconds.",0,1,12,1,,99,5500142,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000127,Mystic Skill: Cold Bolt,"Summons an ice bolt from the sky, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own to an enemy. Cooldown is <color=#44afee>6</color> seconds.",0,1,12,1,,99,5500143,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000128,Mystic Skill: Lightning Bolt,"Summons a lightning bolt from the sky, dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own to an enemy. Cooldown is <color=#44afee>6</color> seconds.",0,1,12,1,,99,5500144,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000130,Mystic Skill: Fire Ball,"Summons a fireball from the sky, dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own to the target and enemies within 1.5 meters. Cooldown is <color=#44afee>6</color> seconds.",0,1,12,1,,99,5500146,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000131,Mystic Skill: Frost Diver,"Freezes mist, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own to enemies within 1.5 meters. Cooldown is <color=#44afee>6</color> seconds.",0,1,12,1,,99,5500147,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000132,Mystic Skill: Jupitel Thunder,"Summons a ball of lightning, dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own to the target and enemies within 1.5 meters. Cooldown is <color=#44afee>6</color> seconds.",0,1,12,1,,99,5500148,,0,1,6000.0,-9999,-9999,0,2,0,0,0
5000134,Mystic Skill: Fire Pillar,"Summons a fire pillar, dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own to within 4 meters every second for <color=#44afee>3</color> seconds. Cooldown is <color=#44afee>12</color> seconds.",0,1,12,1,,99,5500150,,0,1,12000.0,-9999,-9999,0,2,0,0,0
5000135,Mystic Skill: Storm Gust,"Summons a blizzard, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own to enemies within 4 meters every second for <color=#44afee>3</color> seconds. Cooldown is <color=#44afee>12</color> seconds.",0,1,12,1,,99,5500151,,0,1,12000.0,-9999,-9999,0,2,0,0,0
5000136,Mystic Skill: Chain Lightning,"Unleashes a chain of lightning bolts that jump between enemies <color=#44afee>18</color> times, each bolt dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own to the target. When there are no enemies for the lightning bolt to jump to, the last enemy will take the remaining damage of up to 3 hits. Cooldown is <color=#44afee>18</color> seconds.",0,1,12,1,,99,5500152,,0,1,18000.0,-9999,-9999,0,2,0,0,0
5000138,Mystic Skill: Meteor Storm,"Summons <color=#44afee>6</color> meteors, with each meteor dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own upon hitting an enemy. Cooldown is <color=#44afee>18</color> seconds.",0,1,12,1,,99,5500154,,0,1,18000.0,-9999,-9999,0,2,0,0,0
5000139,Mystic Skill: Frost Nova,"Freezes the surrounding air, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own to enemies within 4 meters. Cooldown is <color=#44afee>18</color> seconds.",0,1,12,1,,99,5500155,,0,1,18000.0,-9999,-9999,0,2,0,0,0
5000140,Mystic Skill: Lord of Vermilion,"Forms a powerful lightning strike, dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own to enemies within 4 meters every second for <color=#44afee>3</color> seconds. Cooldown is <color=#44afee>12</color> seconds.",0,1,12,1,,99,5500156,,0,1,12000.0,-9999,-9999,0,2,0,0,0
5000142,Ultimate Skill: Fire Bolt,"Summons a rain of fire arrows from the sky, randomly hitting enemies 1-3 time(s) and dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own. Adds a Fire Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Fire Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500142,,0,1,6000.0,-9999,-9999,0,3,0,0,0
5000143,Ultimate Skill: Cold Bolt,"Summons a rain of ice arrows from the sky, randomly hitting enemies 1-3 time(s) and dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own. Adds a Water Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Water Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500143,,0,1,6000.0,-9999,-9999,0,3,0,0,0
5000144,Ultimate Skill: Lightning Bolt,"Summons a thunderbolt from the sky, randomly hitting enemies 1-3 time(s) and dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own. Adds a Wind Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Wind Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500144,,0,1,6000.0,-9999,-9999,0,3,0,0,0
5000146,Ultimate Skill: Fire Ball,"Summons a fireball from the sky, dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own to the target and enemies within 2.5 meters around them. Adds a Fire Mark stack to their master upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Fire Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500146,,0,1,6000.0,-9999,-9999,0,3,0,0,0
5000147,Ultimate Skill: Frost Diver,"Freezes mist, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own to enemies within 2.5 meters. Adds a Water Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Water Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500147,,0,1,6000.0,-9999,-9999,0,3,0,0,0
5000148,Ultimate Skill: Jupitel Thunder,"Summons a ball of lightning from the sky, dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own to the target and enemies within 2.5 meters around them. Adds a Wind Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Wind Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500148,,0,1,6000.0,-9999,-9999,0,3,0,0,0
5000150,Ultimate Skill: Fire Pillar,"Summons a pillar of flames, dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own per second to enemies within 4 meters for <color=#44afee>3</color> seconds. Adds a Fire Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Fire Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500150,,0,1,12000.0,-9999,-9999,0,3,0,0,0
5000151,Ultimate Skill: Storm Gust,"Summons a storm, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own per second to enemies within 4 meters for <color=#44afee>3</color>seconds. Adds a Water Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Water Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500151,,0,1,12000.0,-9999,-9999,0,3,0,0,0
5000152,Ultimate Skill: Chain Lightning,"Unleashes a bolt of lightning that jumps between enemies <color=#44afee>18</color> times, dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own to the target each time. When there are no enemies for the lightning bolt to jump to, the last enemy will take the remaining damage of up to 3 hits. Adds a Wind Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Wind Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500152,,0,1,18000.0,-9999,-9999,0,3,0,0,0
5000154,Ultimate Skill: Meteor Storm,"Summons <color=#44afee>6</color> meteors from the sky, with each meteor dealing <color=#44afee>%s%%</color> Fire damage of a type that matches your own to the hit target. Adds a Fire Mark stack upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Fire Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500154,,0,1,18000.0,-9999,-9999,0,3,0,0,0
5000155,Ultimate Skill: Frost Nova,"Freezes the surrounding air, dealing <color=#44afee>%s%%</color> Water damage of a type that matches your own to enemies within 4 meters. Adds a Water Mark stack to their master upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Water Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500155,,0,1,18000.0,-9999,-9999,0,3,0,0,0
5000156,Ultimate Skill: Lord of Vermilion,"Creates a powerful thunderbolt, dealing <color=#44afee>%s%%</color> Wind damage of a type that matches your own per second to enemies within 4 meters for <color=#44afee>3</color> seconds. Adds a Wind Mark stack to their master upon casting. Once <color=#44afee>4</color> stacks are accumulated, gain <color=#44afee>%s%%</color> Wind Enhancement for <color=#44afee>15</color> seconds. Mark stacks cannot be accumulated while this effect is active.",0,1,12,1,,99,5500156,,0,1,12000.0,-9999,-9999,0,3,0,0,0
5000157,Divine: Physical Resistance,Increases their master's Final Physical Defense and Final Physical Damage Reduction by <color=#44afee>%s%%</color> each for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500157,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000158,Divine: Magic Resistance,Increases their master's Final Magic Defense and Final Magic Damage Reduction by <color=#44afee>%s%%</color> each for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500159,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000159,Divine: Normal Attack Resistance,Increases their master's Final Dodge and Final Anti-Crit by <color=#44afee>%s%% each</color> for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500158,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000160,Divine: Increased Healing,Increases their master's Bonus Heal Received and Bonus Heal by <color=#44afee>%s%%</color> each for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds. This effect cannot stack.,0,0,12,1,,99,5500164,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000161,Divine: Pneuma,"Raises a barrier around their master, making all party members inside temporarily immune to physical damage. Blocks up to <color=#44afee>%s</color> attacks and lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds.",0,0,12,1,,99,5500165,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000162,Divine: Safety Wall,"Raises a barrier around their master, making all party members inside temporarily immune to magic damage. Blocks up to <color=#44afee>%s</color> attacks and lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>15</color> seconds.",0,0,12,1,,99,5500166,,0,1,15000.0,-9999,-9999,0,1,0,0,0
5000163,Divine: Increase Recuperative Power,"Grants their master a buff that rapidly restores HP, healing <color=#44afee>%s%%</color> HP per second for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>60</color> seconds. This effect cannot stack, and it cannot stack with Ultimate Skill effects.",0,0,12,1,,99,5500171,,0,1,60000.0,-9999,-9999,0,2,0,0,0
5000164,Mystic Skill: Kyrie Eleison,"Grants their master a shield and immediately dispels any debuffs their master is inflicted with. The shield can block damage equal to <color=#44afee>%s%%</color> of their master's max HP and lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>120</color> seconds. This effect cannot stack, and it cannot stack with Ultimate Skill effects.",0,0,12,1,,99,5500172,,0,1,120000.0,-9999,-9999,0,2,0,0,0
5000165,Mystic Skill: Sacred Blessing,"Grants their master a buff that protects them from death. When they sustain a fatal blow, they will be immune to death and immediately recover <color=#44afee>%s%%</color> HP (affected by Heal Effectiveness). Lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>120</color> seconds. This effect cannot stack, and it cannot stack with Ultimate Skill effects.",0,0,12,1,,99,5500173,,0,1,120000.0,-9999,-9999,0,2,0,0,0
5000166,Mystic Skill: Resurrection,"When their master dies, they will be resurrected with <color=#44afee>%s%%</color> HP.",0,0,12,1,720000.0,99,5500174,,0,1,,-9999,-9999,0,2,1,0,0
5000167,Ultimate Skill: Increase Recuperative Power,"Grants their master and their party members a buff that rapidly restores HP, healing <color=#44afee>%s%%</color> HP per second for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>60</color> seconds. This effect cannot stack, and it cannot stack with Mystic Skill effects.",0,0,12,1,,99,5500171,,0,1,60000.0,-9999,-9999,0,3,0,0,0
5000168,Ultimate Skill: Kyrie Eleison,"Grants their master and their party members a shield and immediately dispels any debuffs their master is inflicted with. The shield can block damage equal to <color=#44afee>%s%%</color> of their master's max HP and lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>120</color> seconds. This effect cannot stack, and it cannot stack with Mystic Skill effects.",0,0,12,1,,99,5500172,,0,1,120000.0,-9999,-9999,0,3,0,0,0
5000169,Ultimate Skill: Sacred Blessing,"Grants their master and their party members a buff that protects them from death. When they sustain a fatal blow, they will be immune to death and immediately recover <color=#44afee>%s%%</color> HP (affected by Heal Effectiveness). Lasts for <color=#44afee>6</color> seconds. Cooldown is <color=#44afee>120</color> seconds. This effect cannot stack, and it cannot stack with Mystic Skill effects.",0,0,12,1,,99,5500173,,0,1,120000.0,-9999,-9999,0,3,0,0,0
5000170,Ultimate Skill: Resurrection,"When their master or one of their party members dies, they will be resurrected with <color=#44afee>%s%%</color> HP.",0,0,12,1,720000.0,99,5500174,,0,1,,-9999,-9999,0,3,1,0,0
5000171,Divine: Edge Break,Decreases the target's Final Hit and Final Crit by <color=#44afee>%s%%</color> each. Stacks up to <color=#44afee>4</color> times and lasts for <color=#44afee>12</color> seconds. Cooldown is <color=#44afee>6</color> seconds.,0,0,12,1,,99,5500271,,0,1,6000.0,-9999,-9999,0,1,0,0,0
5000172,Divine: Tenacity Break,Decreases the target's Final Dodge and Final Anti-Crit by <color=#44afee>%s%%</color> each. Stacks up to <color=#44afee>4</color> times and lasts for <color=#44afee>12</color> seconds. Cooldown is <color=#44afee>6</color> seconds.,0,0,12,1,,99,5500272,,0,1,6000.0,-9999,-9999,0,1,0,0,0
5000173,Divine: Defense Break,Decreases the target's Final Physical Defense and Final Magic Defense by <color=#44afee>%s%%</color> each. Stacks up to <color=#44afee>4</color> times and lasts for <color=#44afee>12</color> seconds. Cooldown is <color=#44afee>6</color> seconds.,0,0,12,1,,99,5500273,,0,1,6000.0,-9999,-9999,0,1,0,0,0
